SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
06D4cl,,,334.23772,-17.450634,,,1,0.99782,0.01,0.99784,0.01014,-2,250,,,,,,,0,0,1
06D4co,,,333.860492,-17.869185,,,0.437,0.435442,0.001,0.43546,0.00156,-4,250,,,,,,,0,0,0
06D4cq,,,334.231344,-17.71198,,,0.411,0.409466,0.001,0.40949,0.00154,-5,250,,,,,,,0,0,0
06D4dh,,,333.582053,-17.585009,,,0.303,0.301586,0.001,0.30161,0.00148,-6,250,,,,,,,0,0,0
6,,,53.36645,-28.371522,,,0.2309,0.230439,0.001,0.23041,0.00143,7,250,,,,,,,0,0,0
10,,,149.748996,3.157531,,,0.2445,0.245937,0.001,0.24585,0.00144,21,250,,,,,,,0,0,0
14,,,35.877963,-4.636322,,,0.1369,0.135987,0.001,0.13614,0.00138,-40,250,,,,,,,0,0,0
34,,,36.066438,-3.186536,,,0.2542,0.25319,0.001,0.2533,0.00145,-25,250,,,,,,,0,0,0
38,,,35.095663,-4.672508,,,0.1513,0.150361,0.001,0.1505,0.00139,-37,250,,,,,,,0,0,0
91,,,129.328904,44.333733,,,0.152,0.152669,0.001,0.15284,0.00139,-44,250,,,,,,,0,0,0
137,2010bb,,161.159267,57.811122,,,0.1182,0.118782,0.001,0.11901,0.00137,-62,250,,,,,,,0,0,0
142,,,162.309246,58.467231,,,0.436,0.436732,0.001,0.43683,0.00156,-21,250,,,,,,,0,0,0
174,2010bc,,162.029425,56.850153,,,0.2443,0.244973,0.001,0.24511,0.00144,-33,250,,,,,,,0,0,0
190,,,148.988471,2.263464,,,0.1011,0.102369,0.001,0.10221,0.00136,44,250,,,,,,,0,0,0
199,,,151.2314,2.590919,,,0.37,0.371598,0.001,0.37153,0.00152,16,250,,,,,,,0,0,0
202,,,150.539146,1.899169,,,0.618,0.619884,0.001,0.61983,0.00168,11,250,,,,,,,0,0,0
215,,,150.809929,3.144225,,,0.4649,0.466602,0.001,0.46654,0.00158,13,250,,,,,,,0,0,0
220,,,150.536754,2.718564,,,0.2184,0.219815,0.001,0.21972,0.00143,24,250,,,,,,,0,0,0
236,,,131.580175,44.07305,,,0.1953,0.196024,0.001,0.19616,0.00141,-34,250,,,,,,,0,0,0
248,2010be,,34.943979,-3.202908,,,0.1832,0.182226,0.001,0.18236,0.0014,-34,250,,,,,,,0,0,0
10043,2010ap,,129.052525,44.007089,,,0.14,0.140664,0.001,0.14084,0.00138,-46,250,,,,,,,0,0,0
20021,,,131.711192,45.492033,,,0.26,0.260739,0.001,0.26086,0.00145,-28,250,,,,,,,0,0,0
20027,,,186.336158,46.015208,,,0.1091,0.109875,0.001,0.11001,0.00136,-37,250,,,,,,,0,0,0
20090,,,212.879413,53.579578,,,0.4094,0.409954,0.001,0.41004,0.00154,-19,250,,,,,,,0,0,0
20096,,,161.314113,58.192711,,,0.225,0.225629,0.001,0.22578,0.00143,-37,250,,,,,,,0,0,0
20132,,,150.088325,1.418125,,,0.1454,0.146732,0.001,0.1466,0.00138,35,250,,,,,,,0,0,0
20176,,,211.8624,53.342917,,,0.26,0.26051,0.001,0.26062,0.00145,-27,250,,,,,,,0,0,0
30006,,,162.524513,58.777419,,,0.502,0.502757,0.001,0.50285,0.0016,-19,250,,,,,,,0,0,0
30066,,,150.183392,3.403975,,,0.2241,0.225516,0.001,0.22542,0.00143,23,250,,,,,,,0,0,0
40111,,,150.501875,2.060506,,,0.3681,0.369692,0.001,0.36962,0.00152,16,250,,,,,,,0,0,0
40137,,,214.460433,52.80105,,,0.447,0.447562,0.001,0.44765,0.00157,-17,250,,,,,,,0,0,0
40150,,,162.097796,57.148203,,,0.381,0.381739,0.001,0.38185,0.00153,-23,250,,,,,,,0,0,0
40166,,,214.119617,54.053561,,,0.4395,0.44004,0.001,0.44013,0.00156,-18,250,,,,,,,0,0,0
40201,2010ez,,184.459583,47.446761,,,0.279,0.279874,0.001,0.27995,0.00146,-19,250,,,,,,,0,0,0
40301,2010fa,,213.257804,54.462981,,,0.3726,0.373118,0.001,0.37321,0.00152,-21,250,,,,,,,0,0,0
40780,2010fc,,243.619471,54.725811,,,0.2306,0.230663,0.001,0.23082,0.00143,-38,250,,,,,,,0,0,0
40782,2010fb,,242.0767,54.90815,,,0.3373,0.337391,0.001,0.33751,0.0015,-27,250,,,,,,,0,0,0
50003,2010fe,,242.219333,55.004811,,,0.4268,0.426894,0.001,0.427,0.00155,-23,250,,,,,,,0,0,0
50005,2010fd,,211.812175,53.997611,,,0.5279,0.528506,0.001,0.52858,0.00162,-15,250,,,,,,,0,0,0
50044,2010ff,,212.333075,54.262544,,,0.27,0.270493,0.001,0.27061,0.00146,-27,250,,,,,,,0,0,0
50088,2010fg,,184.173138,46.690025,,,0.2416,0.242465,0.001,0.24255,0.00144,-20,250,,,,,,,0,0,0
50201,2010fj,,241.703358,54.980933,,,0.55,0.550112,0.001,0.55021,0.00163,-18,250,,,,,,,0,0,0
50203,,,242.792958,55.122306,,,0.576,0.576092,0.001,0.57619,0.00165,-18,250,,,,,,,0,0,0
50221,,,212.663967,53.989656,,,0.53,0.530595,0.001,0.53067,0.00162,-15,250,,,,,,,0,0,0
50251,2010fh,,214.327367,53.978319,,,0.3872,0.387719,0.001,0.38781,0.00153,-20,250,,,,,,,0,0,0
50291,2010fn,,244.566133,55.384706,,,0.3253,0.325348,0.001,0.32548,0.00149,-29,250,,,,,,,0,0,0
50293,2010fm,,244.448775,55.302289,,,0.36,0.360051,0.001,0.36017,0.00151,-27,250,,,,,,,0,0,0
50296,2010fl,,243.450904,55.608539,,,0.3508,0.350864,0.001,0.35099,0.00151,-27,250,,,,,,,0,0,0
50301,2010fo,,244.724196,55.782911,,,0.347,0.347043,0.001,0.34717,0.0015,-28,250,,,,,,,0,0,0
50303,2010fi,,241.436804,56.074417,,,0.3282,0.32829,0.001,0.32842,0.00149,-29,250,,,,,,,0,0,0
50577,2010fu,,185.443596,46.653653,,,0.46,0.46101,0.001,0.46107,0.00158,-12,250,,,,,,,0,0,0
50580,2010fr,,212.990704,52.071847,,,0.45,0.450598,0.001,0.45068,0.00157,-17,250,,,,,,,0,0,0
50596,2010fq,,185.497792,45.847169,,,0.379,0.379972,0.001,0.38003,0.00152,-13,250,,,,,,,0,0,0
50601,2010fp,,183.527104,46.992303,,,0.35,0.350938,0.001,0.35101,0.00151,-15,250,,,,,,,0,0,0
50607,2010fs,,213.513917,53.362189,,,0.4387,0.439261,0.001,0.43935,0.00156,-18,250,,,,,,,0,0,0
70242,2010gy,,36.800154,-4.534686,,,0.065,0.06416,0.001,0.06454,0.00134,-106,250,,,,,,,0,0,0
70955,,,241.475371,55.197831,,,0.3491,0.349199,0.001,0.34932,0.00151,-27,250,,,,,,,0,0,0
80308,,,242.669433,55.928428,,,0.338,0.338074,0.001,0.3382,0.0015,-28,250,,,,,,,0,0,0
80646,,,334.622213,0.941486,,,0.3197,0.318125,0.001,0.31822,0.00149,-22,250,,,,,,,0,0,0
80723,,,34.986367,-3.960606,,,0.4313,0.430127,0.001,0.4302,0.00156,-16,250,,,,,,,0,0,0
80735,,,333.873617,0.541908,,,0.635,0.633056,0.001,0.63312,0.00169,-12,250,,,,,,,0,0,0
90034,,,131.065246,43.308017,,,0.0275,0.028128,0.001,0.02875,0.00132,-183,250,,,,,,,0,0,0
90037,,,130.015988,43.42145,,,0.1447,0.145386,0.001,0.14555,0.00138,-44,250,,,,,,,0,0,0
90201,,,353.328271,-0.950711,,,0.51,0.508165,0.001,0.50825,0.00161,-16,250,,,,,,,0,0,0
90275,,,54.072088,-28.051511,,,0.14,0.139584,0.001,0.13955,0.00138,10,250,,,,,,,0,0,0
91869,,,351.907483,-1.762453,,,0.29,0.288432,0.001,0.28854,0.00147,-25,250,,,,,,,0,0,0
100020,,,131.680333,44.003492,,,0.247,0.247757,0.001,0.24787,0.00144,-28,250,,,,,,,0,0,0
100090,,,131.827975,43.408114,,,0.1721,0.172823,0.001,0.17297,0.0014,-37,250,,,,,,,0,0,0
100101,,,132.140975,43.985247,,,0.4288,0.429674,0.001,0.42976,0.00156,-18,250,,,,,,,0,0,0
100163,,,35.442342,-5.1516,,,0.3188,0.317734,0.001,0.31782,0.00149,-19,250,,,,,,,0,0,0
100206,,,52.518175,-28.256692,,,0.217,0.216526,0.001,0.2165,0.00142,7,250,,,,,,,0,0,0
100213,,,53.06715,-27.194308,,,0.2756,0.275106,0.001,0.27509,0.00146,5,250,,,,,,,0,0,0
100358,,,352.444446,0.590506,,,0.3678,0.36613,0.001,0.36623,0.00152,-22,250,,,,,,,0,0,0
100405,,,53.62855,-27.320578,,,0.1034,0.102984,0.001,0.10294,0.00136,11,250,,,,,,,0,0,0
110024,,,353.38215,0.140017,,,0.511,0.509159,0.001,0.50924,0.00161,-17,250,,,,,,,0,0,0
110030,,,351.445996,0.3963,,,0.1788,0.177359,0.001,0.17752,0.0014,-40,250,,,,,,,0,0,0
110031,,,351.983125,0.339414,,,0.292,0.290422,0.001,0.29054,0.00147,-27,250,,,,,,,0,0,0
110033,,,34.903133,-3.529244,,,0.2057,0.204708,0.001,0.20483,0.00142,-30,250,,,,,,,0,0,0
110034,,,334.461671,1.042722,,,0.2364,0.234925,0.001,0.23504,0.00144,-28,250,,,,,,,0,0,0
110036,,,334.379275,1.255411,,,0.203,0.201565,0.001,0.20169,0.00142,-32,250,,,,,,,0,0,0
110425,,,132.011479,44.449286,,,0.38,0.380833,0.001,0.38093,0.00153,-20,250,,,,,,,0,0,0
110426,,,130.013129,44.894333,,,0.54,0.540892,0.001,0.54097,0.00163,-16,250,,,,,,,0,0,0
110430,,,132.24955,44.865683,,,0.42,0.420852,0.001,0.42094,0.00155,-19,250,,,,,,,0,0,0
110431,,,131.356271,44.060275,,,0.342,0.34281,0.001,0.34291,0.0015,-22,250,,,,,,,0,0,0
110460,,,53.844758,-27.840278,,,0.2,0.199556,0.001,0.19953,0.00141,7,250,,,,,,,0,0,0
110478,,,53.580304,-27.568903,,,0.2651,0.264624,0.001,0.2646,0.00145,5,250,,,,,,,0,0,0
110484,,,129.185967,44.554736,,,0.51,0.51087,0.001,0.51095,0.00161,-16,250,,,,,,,0,0,0
110536,,,54.332517,-26.901747,,,0.2352,0.234746,0.001,0.23472,0.00144,5,250,,,,,,,0,0,0
110542,,,131.820258,45.297622,,,0.4261,0.426942,0.001,0.42703,0.00155,-19,250,,,,,,,0,0,0
110567,,,52.713146,-26.459983,,,0.2149,0.214416,0.001,0.2144,0.00142,5,250,,,,,,,0,0,0
110716,,,128.985792,43.494511,,,0.315,0.315774,0.001,0.31588,0.00148,-23,250,,,,,,,0,0,0
110719,,,129.923071,43.964425,,,0.427,0.427844,0.001,0.42793,0.00156,-18,250,,,,,,,0,0,0
110721,,,130.216196,44.114303,,,0.5773,0.578234,0.001,0.57831,0.00165,-14,250,,,,,,,0,0,0
110734,,,131.068917,45.344206,,,0.4013,0.402117,0.001,0.40221,0.00154,-20,250,,,,,,,0,0,0
120044,,,148.791946,1.730247,,,0.48,0.481707,0.001,0.48164,0.00159,13,250,,,,,,,0,0,0
120086,,,150.789021,2.143386,,,0.391,0.39262,0.001,0.39255,0.00153,15,250,,,,,,,0,0,0
120143,,,163.682438,58.626564,,,0.173,0.173596,0.001,0.17378,0.0014,-46,250,,,,,,,0,0,0
120225,,,150.817817,3.474947,,,0.106,0.107283,0.001,0.10713,0.00136,41,250,,,,,,,0,0,0
120243,,,36.433638,-3.196211,,,0.34,0.338929,0.001,0.33902,0.0015,-20,250,,,,,,,0,0,0
120336,,,149.082342,1.409467,,,0.16,0.161341,0.001,0.16122,0.00139,32,250,,,,,,,0,0,0
120369,,,150.99525,2.262419,,,0.329,0.330549,0.001,0.33047,0.00149,18,250,,,,,,,0,0,0
120444,,,51.682004,-27.936236,,,0.3,0.299472,0.001,0.29945,0.00147,5,250,,,,,,,0,0,0
120585,,,35.773475,-3.610347,,,0.25,0.248989,0.001,0.24909,0.00144,-25,250,,,,,,,0,0,0
120586,,,52.146967,-27.340967,,,0.23,0.229505,0.001,0.22948,0.00143,5,250,,,,,,,0,0,0
130451,,,54.501675,-28.011444,,,0.2252,0.224762,0.001,0.22473,0.00143,7,250,,,,,,,0,0,0
130514,,,130.231675,44.791742,,,0.105,0.105644,0.001,0.10586,0.00136,-59,250,,,,,,,0,0,0
130755,,,183.731592,46.575906,,,0.292,0.292905,0.001,0.29298,0.00147,-17,250,,,,,,,0,0,0
130862,,,184.001733,47.920411,,,0.332,0.332902,0.001,0.33298,0.0015,-17,250,,,,,,,0,0,0
130943,,,242.705325,55.251478,,,0.2916,0.291676,0.001,0.29181,0.00147,-31,250,,,,,,,0,0,0
130945,,,245.334371,55.005489,,,0.2667,0.266736,0.001,0.26688,0.00145,-34,250,,,,,,,0,0,0
140152,,,162.392683,57.615731,,,0.208,0.208636,0.001,0.20879,0.00142,-39,250,,,,,,,0,0,0
150254,,,183.211067,47.145761,,,0.2742,0.275083,0.001,0.27516,0.00146,-19,250,,,,,,,0,0,0
150455,,,243.690308,56.159969,,,0.0631,0.063144,0.001,0.06336,0.00134,-59,250,,,,,,,0,0,0
150457,,,161.35325,57.217892,,,0.3027,0.303394,0.001,0.30352,0.00148,-28,250,,,,,,,0,0,0
150509,,,241.234529,54.878142,,,0.2927,0.292801,0.001,0.29293,0.00147,-31,250,,,,,,,0,0,0
150522,,,151.369817,1.856136,,,0.2292,0.230638,0.001,0.23054,0.00143,24,250,,,,,,,0,0,0
151034,,,185.137538,46.666147,,,0.1319,0.132685,0.001,0.13281,0.00138,-33,250,,,,,,,0,0,0
151425,,,243.965338,54.443211,,,0.3272,0.327264,0.001,0.32739,0.00149,-28,250,,,,,,,0,0,0
160039,,,184.975038,48.140275,,,0.27,0.27085,0.001,0.27093,0.00146,-20,250,,,,,,,0,0,0
160066,,,186.58815,46.595925,,,0.53,0.531052,0.001,0.53111,0.00162,-11,250,,,,,,,0,0,0
160070,,,243.192417,54.873725,,,0.3589,0.358975,0.001,0.35909,0.00151,-26,250,,,,,,,0,0,0
160126,,,163.283533,57.201261,,,0.3595,0.360228,0.001,0.36034,0.00151,-24,250,,,,,,,0,0,0
160197,,,241.617425,53.871806,,,0.3535,0.353608,0.001,0.35372,0.00151,-26,250,,,,,,,0,0,0
160198,,,242.904796,53.970267,,,0.3489,0.348986,0.001,0.3491,0.00151,-26,250,,,,,,,0,0,0
160200,,,242.607563,54.149575,,,0.4234,0.423495,0.001,0.4236,0.00155,-22,250,,,,,,,0,0,0
160214,,,213.822033,54.298928,,,0.63,0.63061,0.001,0.63069,0.00169,-14,250,,,,,,,0,0,0
160287,,,212.875296,52.483231,,,0.5092,0.509815,0.001,0.50989,0.00161,-15,250,,,,,,,0,0,0
170078,,,186.183167,47.668144,,,0.32,0.320887,0.001,0.32096,0.00149,-17,250,,,,,,,0,0,0
170428,,,243.618471,54.003022,,,0.3,0.300072,0.001,0.3002,0.00148,-30,250,,,,,,,0,0,0
170532,,,243.274954,55.730844,,,0.1072,0.107254,0.001,0.10752,0.00136,-72,250,,,,,,,0,0,0
180166,,,242.842654,55.0642,,,0.1475,0.147567,0.001,0.14778,0.00138,-55,250,,,,,,,0,0,0
180313,,,244.318833,55.379439,,,0.51,0.510059,0.001,0.51016,0.00161,-20,250,,,,,,,0,0,0
180561,,,334.462446,1.468442,,,0.23,0.228531,0.001,0.22865,0.00143,-29,250,,,,,,,0,0,0
190209,,,333.081971,1.035947,,,0.3681,0.366478,0.001,0.36656,0.00152,-19,250,,,,,,,0,0,0
190230,,,333.936971,0.422539,,,0.14,0.138644,0.001,0.1388,0.00138,-42,250,,,,,,,0,0,0
190237,,,243.255275,55.486039,,,0.2293,0.229362,0.001,0.22952,0.00143,-39,250,,,,,,,0,0,0
190260,,,333.966821,-0.825158,,,0.1448,0.143442,0.001,0.14359,0.00138,-39,250,,,,,,,0,0,0
190340,,,334.134446,0.473294,,,0.1396,0.138244,0.001,0.1384,0.00138,-42,250,,,,,,,0,0,0
200132,,,334.493988,-0.696892,,,0.21,0.208562,0.01,0.20868,0.01005,-29,250,,,,,,,0,0,1
300179,,,351.141988,0.227,,,0.1804,0.178957,0.001,0.17911,0.0014,-40,250,,,,,,,0,0,0
310025,,,35.704996,-4.897872,,,0.1576,0.156668,0.001,0.1568,0.00139,-35,250,,,,,,,0,0,0
310039,,,36.215563,-3.344772,,,0.1725,0.171559,0.001,0.1717,0.0014,-35,250,,,,,,,0,0,0
310042,,,351.451079,-1.723219,,,0.24,0.238492,0.001,0.23861,0.00144,-29,250,,,,,,,0,0,0
310051,,,353.411625,-0.552478,,,0.272,0.270453,0.001,0.27057,0.00146,-28,250,,,,,,,0,0,0
310073,,,53.446917,-28.913206,,,0.15,0.149575,0.01,0.14953,0.01005,11,250,,,,,,,0,0,1
310090,,,351.308363,-0.605108,,,0.3485,0.346855,0.001,0.34696,0.0015,-22,250,,,,,,,0,0,0
310091,,,353.126392,-0.104656,,,0.509,0.507162,0.001,0.50725,0.00161,-17,250,,,,,,,0,0,0
310146,,,52.486575,-28.741931,,,0.48,0.479427,0.01,0.47941,0.01008,4,250,,,,,,,0,0,1
310161,,,352.965904,-0.660444,,,0.254,0.252474,0.001,0.2526,0.00145,-29,250,,,,,,,0,0,0
310188,,,35.277638,-4.519644,,,0.32,0.318927,0.01,0.31901,0.01006,-20,250,,,,,,,0,0,1
310238,,,35.526792,-3.233292,,,0.285,0.283954,0.001,0.28405,0.00147,-23,250,,,,,,,0,0,0
310260,,,36.168913,-5.104308,,,0.52,0.518789,0.01,0.51885,0.01008,-13,250,,,,,,,0,0,1
310574,,,352.985933,0.536272,,,0.238,0.23649,0.001,0.23662,0.00144,-32,250,,,,,,,0,0,0
320099,,,36.0675,-3.916022,,,0.381,0.379891,0.001,0.37997,0.00152,-18,250,,,,,,,0,0,0
320258,,,34.747996,-4.880739,,,0.342,0.3409,0.001,0.34098,0.0015,-19,250,,,,,,,0,0,0
320469,,,34.418313,-4.837083,,,0.372,0.370868,0.001,0.37095,0.00152,-18,250,,,,,,,0,0,0
330022,,,35.324088,-2.949125,,,0.2649,0.263865,0.001,0.26397,0.00145,-25,250,,,,,,,0,0,0
330023,,,35.798058,-2.780092,,,0.1816,0.180642,0.001,0.18078,0.0014,-34,250,,,,,,,0,0,0
330083,,,129.495604,43.297681,,,0.223,0.223729,0.001,0.22386,0.00143,-31,250,,,,,,,0,0,0
330089,,,36.190275,-4.822142,,,0.3498,0.348724,0.001,0.34881,0.00151,-18,250,,,,,,,0,0,0
330106,,,130.008958,43.741856,,,0.53,0.530911,0.001,0.53099,0.00162,-15,250,,,,,,,0,0,0
330107,,,132.582567,44.273364,,,0.23,0.230752,0.001,0.23087,0.00143,-30,250,,,,,,,0,0,0
330112,,,37.121379,-4.147019,,,0.2099,0.20895,0.001,0.20906,0.00142,-28,250,,,,,,,0,0,0
330128,,,36.822821,-3.821314,,,0.322,0.320954,0.001,0.32104,0.00149,-20,250,,,,,,,0,0,0
330143,,,351.579138,0.480781,,,0.1881,0.186648,0.001,0.1868,0.00141,-39,250,,,,,,,0,0,0
330146,,,36.717679,-3.120553,,,0.136,0.135097,0.001,0.13526,0.00138,-42,250,,,,,,,0,0,0
340169,,,131.362642,43.067325,,,0.3902,0.391058,0.001,0.39115,0.00153,-19,250,,,,,,,0,0,0
340211,,,34.854446,-4.053931,,,0.2928,0.291738,0.001,0.29183,0.00147,-22,250,,,,,,,0,0,0
340218,,,35.011538,-3.808633,,,0.1634,0.162446,0.001,0.16259,0.00139,-36,250,,,,,,,0,0,0
340222,,,36.330242,-3.471808,,,0.2556,0.254595,0.001,0.2547,0.00145,-25,250,,,,,,,0,0,0
340229,,,35.879008,-2.860444,,,0.142,0.141076,0.001,0.14123,0.00138,-42,250,,,,,,,0,0,0
340232,,,52.663154,-28.993972,,,0.152,0.15156,0.001,0.15152,0.00139,10,250,,,,,,,0,0,0
340242,,,54.287621,-27.790361,,,0.453,0.452474,0.001,0.45246,0.00157,4,250,,,,,,,0,0,0
340272,,,36.059621,-5.416567,,,0.1965,0.195546,0.001,0.19566,0.00141,-29,250,,,,,,,0,0,0
340276,,,53.782238,-28.622353,,,0.44,0.439473,0.001,0.43945,0.00156,4,250,,,,,,,0,0,0
340316,,,35.845592,-2.676936,,,0.15,0.149068,0.001,0.14922,0.00139,-40,250,,,,,,,0,0,0
340334,,,163.263063,57.806372,,,0.306,0.306684,0.001,0.30681,0.00148,-28,250,,,,,,,0,0,0
350027,,,163.11925,57.807197,,,0.305,0.305683,0.001,0.30581,0.00148,-28,250,,,,,,,0,0,0
350047,,,163.261975,58.136344,,,0.233,0.233637,0.001,0.23378,0.00143,-36,250,,,,,,,0,0,0
350050,,,161.079675,58.076194,,,0.404,0.404724,0.001,0.40483,0.00154,-23,250,,,,,,,0,0,0
350078,,,130.662642,43.78415,,,0.3,0.300781,0.001,0.30089,0.00148,-24,250,,,,,,,0,0,0
350080,,,130.634896,43.998889,,,0.285,0.285768,0.001,0.28588,0.00147,-25,250,,,,,,,0,0,0
350083,,,130.138013,44.373875,,,0.367,0.367804,0.001,0.3679,0.00152,-21,250,,,,,,,0,0,0
350180,,,53.462729,-28.137633,,,0.29,0.289517,0.01,0.28949,0.01006,6,250,,,,,,,0,0,1
350192,,,148.7158,1.961664,,,0.3,0.301497,0.01,0.30142,0.01006,19,250,,,,,,,0,0,1
350233,,,149.466321,3.482358,,,0.168,0.169345,0.001,0.16924,0.0014,28,250,,,,,,,0,0,0
350235,,,184.350204,48.346244,,,0.263,0.263844,0.001,0.26393,0.00145,-21,250,,,,,,,0,0,0
350316,,,131.469033,43.818842,,,0.079,0.079656,0.001,0.07991,0.00135,-69,250,,,,,,,0,0,0
350374,,,131.336367,44.239047,,,0.5,0.500901,0.001,0.50098,0.0016,-16,250,,,,,,,0,0,0
350548,,,128.847775,44.913642,,,0.18,0.180671,0.001,0.18082,0.0014,-39,250,,,,,,,0,0,0
350606,,,54.203288,-26.760478,,,0.345,0.344502,0.001,0.34448,0.0015,4,250,,,,,,,0,0,0
350607,,,52.7344,-26.659094,,,0.55,0.549386,0.001,0.54937,0.00163,2,250,,,,,,,0,0,0
350630,,,162.404304,58.953344,,,0.3046,0.305252,0.001,0.30538,0.00148,-29,250,,,,,,,0,0,0
350733,,,151.322496,2.160833,,,0.43,0.431671,0.01,0.4316,0.01007,14,250,,,,,,,0,0,1
360112,,,130.672521,43.596631,,,0.18,0.180712,0.01,0.18086,0.01005,-37,250,,,,,,,0,0,1
360139,,,185.738625,47.567508,,,0.385,0.385936,0.001,0.386,0.00153,-14,250,,,,,,,0,0,0
360140,,,185.618046,47.716175,,,0.23,0.230828,0.01,0.23092,0.01005,-22,250,,,,,,,0,0,1
360145,,,163.668633,59.018992,,,0.198,0.198599,0.001,0.19877,0.00141,-42,250,,,,,,,0,0,0
370066,,,130.348583,43.054436,,,0.09,0.090662,0.001,0.09089,0.00135,-62,250,,,,,,,0,0,0
370189,,,162.02975,58.997808,,,0.13,0.130564,0.001,0.13079,0.00137,-59,250,,,,,,,0,0,0
370308,,,131.316908,43.385664,,,0.2,0.200735,0.01,0.20087,0.01005,-33,250,,,,,,,0,0,1
370329,,,151.308888,1.700672,,,0.4762,0.477927,0.001,0.47786,0.00159,13,250,,,,,,,0,0,0
370333,,,164.380129,57.297747,,,0.075,0.075574,0.001,0.07588,0.00134,-84,250,,,,,,,0,0,0
370367,,,149.221617,1.977911,,,0.47,0.471698,0.001,0.47164,0.00158,13,250,,,,,,,0,0,0
370369,,,151.566329,2.406872,,,0.19,0.191391,0.01,0.19128,0.01005,28,250,,,,,,,0,0,1
370394,,,132.379338,45.002169,,,0.33,0.330797,0.01,0.3309,0.01006,-23,250,,,,,,,0,0,1
370428,,,184.374829,47.548211,,,0.177,0.177802,0.001,0.17791,0.0014,-28,250,,,,,,,0,0,0
370498,,,186.266325,46.806158,,,0.26,0.260864,0.01,0.26095,0.01006,-19,250,,,,,,,0,0,1
370563,,,150.95185,2.646014,,,0.184,0.185378,0.001,0.18527,0.00141,28,250,,,,,,,0,0,0
370566,,,159.985092,58.414917,,,0.0708,0.071344,0.001,0.07167,0.00134,-92,250,,,,,,,0,0,0
370589,,,149.108208,3.45475,,,0.305,0.3065,0.001,0.30643,0.00148,17,250,,,,,,,0,0,0
370595,,,150.497646,1.325147,,,0.18,0.181376,0.01,0.18126,0.01005,30,250,,,,,,,0,0,1
380046,,,149.335008,3.070147,,,0.0985,0.099766,0.001,0.09961,0.00136,43,250,,,,,,,0,0,0
380199,,,215.233179,53.008881,,,0.46,0.460553,0.01,0.46064,0.01007,-17,250,,,,,,,0,0,1
380318,,,150.413188,3.249842,,,0.3367,0.338249,0.001,0.33818,0.0015,16,250,,,,,,,0,0,0
380378,,,213.524488,53.464808,,,0.2708,0.271294,0.001,0.27141,0.00146,-27,250,,,,,,,0,0,0
390259,,,242.395629,53.867222,,,0.122,0.122079,0.001,0.12231,0.00137,-62,250,,,,,,,0,0,0
390264,,,243.373,53.990917,,,0.292,0.292075,0.001,0.29221,0.00147,-31,250,,,,,,,0,0,0
390314,,,184.11475,48.575536,,,0.139,0.139758,0.001,0.13989,0.00138,-35,250,,,,,,,0,0,0
390449,,,242.95075,54.455803,,,0.25,0.250076,0.01,0.25022,0.01006,-35,250,,,,,,,0,0,1
390471,,,214.519829,53.013975,,,0.37,0.370528,0.001,0.37062,0.00152,-20,250,,,,,,,0,0,0
390627,,,212.627329,53.899958,,,0.16,0.160453,0.01,0.16061,0.01005,-41,250,,,,,,,0,0,1
420087,,,352.766617,0.106222,,,0.25,0.248476,0.01,0.2486,0.01006,-31,250,,,,,,,0,0,1
420136,,,332.630788,0.551822,,,0.287,0.285478,0.001,0.28558,0.00147,-23,250,,,,,,,0,0,0
420159,,,333.684488,1.217831,,,0.182,0.180594,0.001,0.18073,0.0014,-35,250,,,,,,,0,0,0
420196,,,351.761238,-1.028389,,,0.3,0.298417,0.01,0.29853,0.01006,-25,250,,,,,,,0,0,1
420258,,,352.427758,0.705361,,,0.276,0.274441,0.001,0.27456,0.00146,-29,250,,,,,,,0,0,0
420352,,,35.182163,-3.962469,,,0.39,0.388865,0.01,0.38895,0.01007,-17,250,,,,,,,0,0,1
420407,,,333.949,-0.315517,,,0.2466,0.24512,0.001,0.24523,0.00144,-26,250,,,,,,,0,0,0
420414,,,334.276175,0.0287,,,0.294,0.29246,0.001,0.29256,0.00147,-22,250,,,,,,,0,0,0
420417,,,333.495221,-0.191614,,,0.363,0.361385,0.001,0.36147,0.00151,-18,250,,,,,,,0,0,0
430003,,,333.380417,-0.452858,,,0.33,0.328426,0.001,0.32851,0.00149,-20,250,,,,,,,0,0,0
430004,,,351.113021,-0.754244,,,0.233,0.231496,0.001,0.23162,0.00143,-31,250,,,,,,,0,0,0
440005,,,52.989254,-28.883558,,,0.306,0.305507,0.001,0.30548,0.00148,6,250,,,,,,,0,0,0
440008,,,52.673479,-28.863211,,,0.147,0.146561,0.001,0.14652,0.00138,11,250,,,,,,,0,0,0
440039,,,353.174388,0.581358,,,0.25,0.248475,0.001,0.2486,0.00144,-31,250,,,,,,,0,0,0
440042,,,35.902133,-3.293964,,,0.16,0.159063,0.01,0.15921,0.01005,-37,250,,,,,,,0,0,1
440050,,,333.866958,1.549489,,,0.287,0.285467,0.001,0.28557,0.00147,-24,250,,,,,,,0,0,0
440162,,,353.266038,-0.912667,,,0.421,0.419273,0.001,0.41936,0.00155,-19,250,,,,,,,0,0,0
440185,,,54.349533,-28.440014,,,0.35,0.349518,0.01,0.34949,0.01006,5,250,,,,,,,0,0,1
