SNID,File_key,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY
Manipogo,hst_11600_08_wfc3_ir_f140w_ib3708_drz,4406,189.1916606,62.2139907,-60.35,1.252,1.055,3.5,-2.6872,0.0235,11.88157,0.2570071,0.83447689,0.22335824,0.70188087
Manipogo,j8n1adg4q_drc,4407,189.0598904,62.2774557,-34.7,0.983,0.833,3.5,-3.5373,0.0031,25.99791,0.07341926,1.1657028,0.38004446,1.3085728
Manipogo,j91weblzq_drc,4408,189.0745095,62.3208723,-1.0,0.804,0.402,6.05,0.1118,0.0808,0.9021842,0.06713129,1.5465544,0.16179192,6.1919136
Manipogo,j91we8miq_drc,4409,189.1151041,62.2669857,-5.02,0.85,0.422,4.77,-0.0651,0.055,1.061775,0.05372837,1.4175153,0.73851633,5.5920072
Manipogo,iboe2f030_drz,4410,189.1407097,62.2419391,42.95,5.932,3.647,3.5,-6.3008,0.0019,331.3653,0.5686026,0.050119177,-0.046631481,0.053463385
Manipogo,idn601020_drz,4411,189.1660714,62.267081,-56.43,4.26,1.882,3.5,-5.1002,0.0069,109.6717,0.698425,0.21292894,0.20947799,0.12460265
Manipogo,j91wabijq_drc,4412,189.1927001,62.2629556,87.74,0.772,0.499,3.96,1.4068,0.1829,0.2737121,0.0460897,4.0052056,-0.18320277,1.6832066
Manipogo,iboi5phzq_drz,4413,189.1325929,62.2958385,77.9,4.868,2.851,3.5,-5.4185,0.0049,147.0312,0.6685328,0.11946128,-0.033139594,0.045748066
Manipogo,hst_12445_7n_wfc3_ir_f125w_ibtm7n_drz,4414,189.1556077,62.2556912,-60.58,4.211,2.221,6.21,-8.8789,0.0002,3560.892,0.6250032,0.16746898,0.12524997,0.091706455
Manipogo,hst_9583_d5_acs_wfc_f775w_drz,4415,189.0684418,62.2634066,-55.91,0.743,0.715,3.5,0.3932,0.0459,0.6961646,0.0294046,1.9109546,0.13175522,1.8582093
Manipogo,hst_12444_5j_wfc3_ir_f160w_iboi5j_drz,4416,189.185898,62.2261385,10.22,2.302,0.39,8.1,-5.8493,0.0014,218.6338,0.2859475,0.38937485,-2.2275393,6.3693228
Manipogo,ibtmacjdq_drz,4418,189.1657178,62.2632823,-75.16,6.197,4.115,3.5,-6.1076,0.0038,277.3608,0.9754783,0.056883421,0.016343877,0.028208621
Manipogo,hst_9583_c2_acs_wfc_f775w_drz,4419,189.1454572,62.2390284,46.16,29.84,13.713,3.5,-4.9385,0.0088,94.49611,0.7631105,0.0033053146,-0.004191054,0.0031352504
Manipogo,hst_12443_2a_wfc3_ir_f160w_iboe2a_drz,4420,189.2045078,62.3039211,82.32,3.528,3.031,4.12,-3.5762,0.02,26.94486,0.4967309,0.10831506,-0.0075504771,0.080832481
Manipogo,hst_12445_9b_wfc3_ir_f125w_drz,4421,189.1470801,62.2628511,88.88,70.647,5.998,3.5,-6.6023,0.0031,437.4253,1.253777,0.027789807,-0.0010794263,0.00021091879
Manipogo,hst_12443_2c_wfc3_ir_f160w_iboe2c_drz,4422,189.1950485,62.2768404,67.39,3.31,3.033,3.5,-8.955,0.0001,3819.301,0.3013414,0.10615987,-0.012380825,0.09387584
Manipogo,hst_13779_3e_wfc3_ir_f105w_icoi3e_drz,4423,189.1485944,62.2653737,-1.06,1.157,0.891,4.36,-1.3523,0.1325,3.474722,0.4238797,0.74681872,0.019020593,1.2602049
Manipogo,jb3720021_drz,4424,189.1991716,62.2606303,88.72,0.731,0.652,3.94,1.7032,0.159,0.2083187,0.03049798,2.3506734,-0.021384621,1.8732585
Manipogo,hst_12444_6n_wfc3_ir_f160w_iboi6n_drz,4425,189.1251817,62.2599421,-5.62,4.321,2.076,5.9,-8.5122,0.0003,2540.373,0.6616557,0.055276688,0.034800839,0.23036076
Manipogo,hst_12444_6k_wfc3_ir_f125w_iboi6k_drz,4426,189.1762425,62.236523,-16.03,4.944,1.867,6.97,-8.3897,0.0004,2269.213,0.8130031,0.059670094,0.13058914,0.26819828
Manipogo,hst_12445_9f_wfc3_ir_f125w_drz,4427,189.2124207,62.2384175,88.81,70.798,5.883,3.5,-6.5883,0.0031,431.8452,1.242141,0.028878083,-0.0011908774,0.00021187234
Manipogo,jb3701021_drc,4428,189.0139752,62.303257,83.74,0.717,0.654,3.5,1.8452,0.1984,0.1827703,0.03339437,2.334718,-0.085138276,1.9511905
Manipogo,hst_11600_23_acs_wfc_f775w_jb3723_drc,4429,189.1864581,62.2187468,19.79,0.775,0.445,6.66,2.8396,0.3693,0.07314415,0.02487265,2.0519698,-2.1528749,4.6559615
Manipogo,hst_12444_6n_wfc3_ir_f125w_iboi6n_drz,4430,189.1039426,62.2780833,15.51,5.163,4.215,3.5,-12.0317,0.0,64966.96,0.6251351,0.038857482,-0.0096784551,0.054949939
Manipogo,jb3701011_drc,4431,189.0181437,62.3038862,33.11,1.235,0.504,5.67,-0.7349,0.0276,1.967713,0.04992897,1.6353852,-3.0042701,2.9587202
Manipogo,hst_12443_ab_wfc3_ir_f125w_iboeab_drz,4432,189.165926,62.2670735,66.04,5.217,2.463,5.04,-4.8701,0.0085,88.7227,0.6913642,0.14365794,-0.095039748,0.057864983
Manipogo,jb3706041_drc,4433,189.1124676,62.3001582,3.09,0.762,0.22,11.68,-1.6629,0.0146,4.625529,0.06236839,1.7758511,-2.0477395,20.680019
Manipogo,hst_12442_bh_wfc3_ir_f105w_ibohbh_drz,4434,189.1039182,62.2780792,7.63,4.999,4.506,3.5,-11.9492,0.0,60213.81,0.3202587,0.040174108,-0.0024295566,0.049079157
Manipogo,ibtm7j020_drz,4435,189.1592032,62.2680611,-69.66,5.013,4.326,3.5,-6.1629,0.0021,291.8477,0.5608059,0.051782615,0.0088821193,0.041445784
Manipogo,hst_9583_c2_acs_wfc_f775w_j8dnc2_drc,4436,189.1406169,62.2419664,42.03,11.907,5.126,4.33,-4.3806,0.007,56.52438,0.3630863,0.02095527,-0.030842679,0.024160033
Manipogo,hst_12443_2i_wfc3_ir_f160w_iboe2i_drz,4437,189.3154342,62.2379679,-80.24,5.975,2.294,3.5,-4.6329,0.0074,71.31436,0.4833695,0.18539177,0.05413837,0.032665797
Manipogo,jb3719011_drc,4438,189.144629,62.2400874,-89.77,0.793,0.499,3.5,1.9704,0.1637,0.1628663,0.02454714,4.0224514,0.019818304,1.5889561
Manipogo,iboi6kszq_drz,4439,189.1571257,62.2687794,60.65,5.055,3.784,3.5,-5.4312,0.0057,148.7541,0.786272,0.06244944,-0.026227158,0.046501569
Manipogo,j8dni4030_drc,4440,189.0577275,62.2765697,-22.81,0.694,0.444,3.5,2.3856,0.2092,0.111114,0.02140217,2.5256448,2.1345992,4.6149955
Manipogo,hst_12443_2f_wfc3_ir_f160w_iboe2f_drz,4441,189.1019234,62.2466828,45.33,12.565,3.503,4.15,-5.1334,0.0093,113.0757,0.9678174,0.044345561,-0.075155437,0.043482333
Manipogo,hst_12444_4g_wfc3_ir_f125w_iboi4g_drz,4442,189.1250381,62.2457643,-26.82,1.316,0.907,5.53,-4.3033,0.005,52.64143,0.2431939,0.70773649,0.51473093,1.0867604
Manipogo,iboebb020_drz,4443,189.2204049,62.2455984,-57.82,8.582,6.494,3.5,-7.8747,0.0007,1412.087,0.9641443,0.020836903,0.0091369553,0.016451063
Manipogo,iboe3e020_drz,4444,189.2012831,62.2520855,-83.51,3.439,2.606,3.5,-5.7367,0.0022,197.1058,0.4003596,0.14643697,0.014088139,0.085360534
Manipogo,ibtm7n020_drz,4445,189.1040293,62.2780797,46.43,6.129,4.563,3.5,-11.8698,0.0,55967.6,0.6856098,0.037865534,-0.021389984,0.036795318
Manipogo,jb3719031_drz,4446,189.1420499,62.2405302,30.46,0.864,0.577,6.04,1.6234,0.2371,0.2242097,0.04895736,1.7658678,-1.4516668,2.5732989
Manipogo,j8wq51dfq_drc,4447,189.0675466,62.2629823,-0.1,0.858,0.567,3.5,-0.3578,0.0418,1.390316,0.05350623,1.3578583,0.0058642747,3.1051865
Manipogo,jb3701031_drz,4448,189.0252317,62.3040922,-33.24,4.658,2.647,4.3,-1.7135,0.0337,4.846033,0.1505402,0.075128518,0.088627324,0.11368973
Manipogo,iboi6ksoq_drz,4449,189.1458955,62.2690523,89.22,1.355,0.856,3.5,-0.4974,0.1337,1.581169,0.1946627,1.3648294,-0.02245043,0.54503906
Manipogo,hst_12443_2c_wfc3_ir_f125w_iboe2c_drz,4450,189.1930595,62.2748253,14.58,9.248,6.047,3.53,-6.5877,0.0029,431.6052,1.135989,0.012685169,-0.0076286914,0.026355466
Manipogo,jb3720031_drc,4451,189.199879,62.2605773,-0.67,0.708,0.469,3.5,1.8386,0.1121,0.1838834,0.01897525,1.9945984,0.059435539,4.5398221
Manipogo,hst_9727_51_acs_wfc_f775w_j8wq51_drc,4452,189.0686506,62.2624758,-3.5,0.86,0.365,6.75,-0.9318,0.0378,2.358848,0.08207213,1.3737161,0.75217927,7.4961672
Manipogo,hst_12443_ad_wfc3_ir_f125w_iboead_drz,4453,189.2968774,62.2122797,-83.6,1.852,1.094,4.85,-1.3723,0.0817,3.539462,0.2662123,0.82942086,0.12059362,0.2982645
Manipogo,icat04040_drz,4454,189.0722609,62.258241,75.44,4.067,3.37,3.5,-5.3851,0.0095,142.5794,1.24607,0.086300351,-0.013424061,0.062209681
Manipogo,jb3705041_drc,4455,189.0689956,62.2783201,78.65,0.73,0.648,4.64,1.9571,0.2712,0.1648778,0.04117353,2.3594115,-0.19409147,1.8955219
Manipogo,hst_12445_7j_wfc3_ir_f125w_ibtm7j_drz,4456,189.1925682,62.2575944,72.91,5.201,3.322,3.53,-5.3069,0.0045,132.6615,0.5521315,0.085991904,-0.030146565,0.041599423
Manipogo,j8dng3030_drc,4457,189.1101005,62.2670641,-28.99,0.818,0.593,3.5,1.8798,0.1756,0.1770499,0.02862502,1.8099737,1.1445761,2.5258021
Manipogo,hst_skycell-p2478x17y13_acs_wfc_f775w_all_drc,4458,189.1390547,62.3279657,0.81,1.004,0.499,5.55,1.8254,0.1429,0.186139,0.02449448,0.9922604,-0.085155405,4.0196342
Manipogo,icoi3e040_drz,4459,189.2058621,62.286637,42.86,2.941,2.682,3.5,-10.8291,0.0,21460.68,0.9358193,0.1264296,-0.023329671,0.12817782
Manipogo,ib3748viq_drz,4460,189.1780217,62.2186479,31.89,3.633,1.811,3.5,-5.2737,0.0091,128.6744,1.07582,0.13974349,-0.20570877,0.24108396
Manipogo,ic6hff030_drz,4461,189.1039286,62.2780885,61.47,4.877,4.504,3.5,-11.8676,0.0,55852.72,0.5686995,0.047634907,-0.006080186,0.043695085
Manipogo,hst_12443_1b_wfc3_ir_f125w_iboe1b_drz,4462,189.274507,62.2637834,-6.08,1.725,1.342,4.85,-1.8896,0.0534,5.699717,0.2802399,0.33861494,0.046264324,0.55318367
Manipogo,iboi5phoq_drz,4463,189.1432401,62.2973747,-50.16,4.439,2.001,3.5,-4.9973,0.0059,99.7533,0.53961,0.1680951,0.19580436,0.13244742
Manipogo,j8dnd2030_drc,4464,189.2328477,62.265815,22.02,0.732,0.448,6.36,1.9301,0.2733,0.1690359,0.04253245,2.3051753,-2.1712751,4.5502849
Manipogo,j8dnc2030_drc,4465,189.2330358,62.2757343,2.22,0.89,0.692,3.5,-0.9504,0.0131,2.399785,0.02901918,1.2632735,-0.063850403,2.08409
Manipogo,hst_12445_7j_wfc3_ir_f125w_drz,4466,189.192661,62.2576481,69.99,7.094,4.501,3.53,-5.2996,0.0035,131.7793,0.4234586,0.045916557,-0.018966697,0.023323234
Manipogo,hst_12443_1i_wfc3_ir_f125w_drz,4467,189.1264514,62.2464085,-38.22,50.074,9.252,0.0,99.0,99.0,-163.7589,1.448984,0.0047172508,0.010967945,0.0073628966
Manipogo,hst_12444_6k_wfc3_ir_f160w_iboi6k_drz,4468,189.1743933,62.236426,56.78,1.242,0.726,3.5,-5.511,0.0008,160.1049,0.1243895,1.5215527,-1.1443334,1.0224491
Manipogo,hst_12444_4g_wfc3_ir_f125w_drz,4469,189.1155937,62.2559785,67.78,29.514,11.471,3.5,-5.4946,0.0096,157.6959,1.390347,0.0066769556,-0.0045174081,0.0020707611
Manipogo,j8dnc2030_drz,4470,189.2330358,62.2757343,2.22,0.89,0.692,3.5,-0.9504,0.0131,2.399655,0.02893405,1.2633605,-0.063826509,2.0840857
Manipogo,hst_12443_3e_wfc3_ir_f125w_iboe3e_drz,4471,189.1766476,62.2343466,-0.18,1.449,1.297,5.44,-5.2032,0.0027,120.5838,0.3019504,0.47608343,0.00073794945,0.59441912
Manipogo,hst_12445_9f_wfc3_ir_f160w_drz,4472,189.2105891,62.2366596,74.87,43.358,18.288,3.5,-7.3641,0.0023,882.3863,1.83659,0.002822713,-0.001238398,0.00069929997
Manipogo,jb3705041_drz,4473,189.1040171,62.2780335,87.62,15.579,6.472,3.5,-11.0397,0.0,26054.41,0.4252326,0.023842346,-0.0016399764,0.0041542086
Manipogo,hst_12445_9c_wfc3_ir_f125w_ibtm9c_drz,4474,189.1453993,62.2635689,-69.7,5.093,3.553,3.5,-4.9774,0.0064,97.94057,0.5728896,0.074332453,0.026474439,0.043448973
Manipogo,j8dni4030_drz,4475,189.0577275,62.2765697,-22.81,0.694,0.444,3.5,2.3891,0.2088,0.1107537,0.02129224,2.526751,2.1345558,4.6152258
Manipogo,hst_12445_9f_wfc3_ir_f160w_ibtm9f_drz,4476,189.1520941,62.2280111,-66.57,5.03,3.236,3.5,-5.7933,0.0028,207.6398,0.5274735,0.086622976,0.040826399,0.048366793
Manipogo,hst_12445_7j_wfc3_ir_f160w_drz,4477,189.1926729,62.2576512,70.57,6.855,4.306,3.5,-5.3117,0.003,133.2592,0.3675576,0.05031763,-0.020489195,0.024896411
Manipogo,iboi6n020_drz,4478,189.1038584,62.2780964,58.56,5.874,4.749,3.5,-11.8646,0.0,55699.53,0.6823869,0.040157773,-0.013665451,0.033159837
Manipogo,iboebbjtq_drz,4479,189.2203928,62.2455825,-56.99,8.407,6.282,3.5,-7.8989,0.001,1444.032,1.30444,0.022018157,0.010224781,0.017470306
Manipogo,iboe1i030_drz,4480,189.116179,62.2469655,42.0,5.925,3.763,3.5,-6.1639,0.0019,292.13,0.5139962,0.047355615,-0.041915841,0.051764511
Manipogo,hst_12444_5p_wfc3_ir_f160w_iboi5p_drz,4481,189.1037967,62.2780672,44.11,4.987,4.578,3.5,-11.8562,0.0,55269.77,0.6331916,0.04384784,-0.0075142914,0.044081632
Manipogo,hst_12445_ac_wfc3_ir_f160w_ibtmac_drz,4482,189.1519727,62.2371159,-39.72,1.594,0.88,8.91,-5.4835,0.0029,156.0964,0.4218611,0.75988197,0.88139617,0.9241423
Manipogo,j8n1adg4q_drz,4483,189.0598905,62.2774557,-34.11,0.985,0.834,3.5,-3.5373,0.003,25.99793,0.07249267,1.1587532,0.37737203,1.3094803
Manipogo,hst_12443_3h_wfc3_ir_f125w_iboe3h_drz,4484,189.2317772,62.213723,82.17,4.777,4.256,6.65,-4.9592,0.0135,96.31087,1.193465,0.054997027,-0.0030741713,0.044032358
Manipogo,hst_12443_3l_wfc3_ir_f125w_iboe3l_drz,4485,189.3318177,62.2270764,71.8,10.812,2.946,3.5,-6.6155,0.002,442.7756,0.8044935,0.10480752,-0.063303597,0.018962516
Manipogo,hst_13779_3a_wfc3_ir_f105w_icoi3a_drz,4486,189.1756338,62.26264,-43.17,5.682,3.855,10.58,-8.2691,0.0026,2030.709,4.861543,0.047974866,0.03624294,0.050299466
Manipogo,jb3719031_drc,4487,189.1444445,62.2402823,19.04,1.569,0.483,6.52,1.2579,0.225,0.313921,0.06504571,0.81971329,-2.3945594,3.8751197
Manipogo,ibtmacj2q_drz,4488,189.1670641,62.266157,85.73,3.515,2.508,3.5,-4.4296,0.0109,59.13552,0.5945255,0.15853329,-0.011596863,0.08135806
Manipogo,hst_12445_7n_wfc3_ir_f160w_drz,4489,189.1151425,62.2567412,45.11,3.755,3.067,3.52,-2.9578,0.0177,15.24433,0.248603,0.088679381,-0.035402961,0.088539779
Manipogo,hst_9583_d2_acs_wfc_f775w_j8dnd2_drc,4490,189.1069795,62.2090662,0.0,1.248,0.289,6.12,1.2536,0.1446,0.3151811,0.04196245,0.64209181,-0.0,12.000005
Manipogo,hst_13779_3h_wfc3_ir_f105w_icoi3h_drz,4491,189.1438236,62.2639607,3.96,1.034,0.818,3.5,-6.0153,0.0013,254.7502,0.2985611,0.938227,-0.077290848,1.4934261
Manipogo,ibtmac020_drz,4492,189.146109,62.2415846,-79.68,3.787,1.74,4.59,-2.9733,0.0325,15.46364,0.4630661,0.32180843,0.091833949,0.078096874
Manipogo,hst_9583_f3_acs_wfc_f775w_j8dnf3_drc,4493,189.1461193,62.2354772,89.15,1.128,0.981,3.5,-1.6186,0.0107,4.440573,0.04355415,1.0398484,-0.007514949,0.7863735
Manipogo,hst_12445_7j_wfc3_ir_f160w_ibtm7j_drz,4494,189.1925827,62.2575988,70.91,4.835,3.122,3.5,-5.3109,0.0038,133.16,0.4703565,0.096171178,-0.036962189,0.049175482
Manipogo,jb3706041_drz,4495,189.1586633,62.2966104,51.42,22.678,9.007,3.83,-5.741,0.0038,197.882,0.6901164,0.0082892179,-0.010123632,0.0059825545
Manipogo,iboi5jplq_drz,4496,189.192485,62.2576042,51.15,5.235,3.642,3.5,-5.33,0.0062,135.5204,0.7781964,0.060086608,-0.038014796,0.051795617
Manipogo,hst_12443_3c_wfc3_ir_f125w_iboe3c_drz,4497,189.1774602,62.2815307,-49.64,2.332,0.559,5.51,-5.6799,0.0009,187.0513,0.1564453,1.9348829,2.97629,1.4486783
Manipogo,ibtm9cvdq_drz,4498,189.1930233,62.274836,52.09,9.542,5.978,3.62,-6.6627,0.0033,462.4849,1.412014,0.021562763,-0.016478792,0.017398378
Manipogo,j91wcbwgq_drc,4499,189.1920849,62.3215593,35.96,1.003,0.639,3.5,1.028,0.1647,0.3879602,0.05883257,1.4971892,-1.3847646,1.9494381
Manipogo,hst_12445_i8_wfc3_ir_f160w_ibtmi8_drz,4500,189.1196671,62.2377019,-53.59,1.221,1.133,5.78,-5.3362,0.0022,136.2997,0.2796111,0.74052244,0.10271078,0.70878261
Manipogo,jb3701041_drc,4501,189.0114301,62.3031543,16.66,1.03,0.594,3.5,-0.5717,0.0208,1.693013,0.03243782,1.0988281,-1.0410151,2.6826425
Manipogo,jb3701041_drz,4502,189.0252654,62.3040636,-35.81,5.023,2.29,5.67,-1.8217,0.0506,5.353871,0.249355,0.091369823,0.14342402,0.13901909
Manipogo,hst_10339_cb_acs_wfc_f775w_j91wcb_drc,4503,189.0666647,62.2631646,-47.81,0.957,0.836,3.5,-3.8369,0.0021,34.25644,0.06671248,1.2774508,0.33553082,1.2444321
Manipogo,hst_9583_d5_acs_wfc_f775w_j8dnd5_drc,4504,189.0673088,62.2630646,0.0,1.441,0.289,8.52,1.3163,0.2284,0.2974901,0.06256898,0.48129946,-0.0,12.000005
Manipogo,j8dnf3030_drc,4505,189.1488966,62.3166461,-21.78,0.708,0.455,3.5,2.0638,0.1769,0.149448,0.02433825,2.3877945,1.9527322,4.4417415
Manipogo,hst_skycell-p2477x01y13_wfc3_ir_f160w_all_drz,4506,188.9856541,62.271316,75.33,23.259,6.135,3.99,-6.5165,0.0012,404.1942,0.4409227,0.024982121,-0.012112566,0.0034340743
Manipogo,hst_15187_01_wfc3_ir_f140w_idn601_drz,4507,189.158091,62.2614357,-10.86,1.141,0.704,9.89,-4.5076,0.0126,63.54133,0.7372402,0.81279725,0.46343017,1.9757532
Manipogo,hst_12443_1d_wfc3_ir_f125w_iboe1d_drz,4508,189.3928702,62.2114322,-24.82,4.642,3.915,3.5,-6.2648,0.0019,320.5693,0.5687602,0.049717907,0.014357818,0.061923109
Manipogo,jb3720011_drc,4509,189.1992865,62.2604441,16.16,0.698,0.459,4.8,2.1319,0.2263,0.1403631,0.029246,2.2627008,-1.4389578,4.5372157
Manipogo,hst_12443_bb_wfc3_ir_f160w_iboebb_drz,4510,189.2203356,62.2456343,-60.05,8.543,6.42,3.5,-7.8688,0.0007,1404.494,0.9556348,0.021627596,0.0091349147,0.016334157
Manipogo,jb3705031_drz,4511,189.1040167,62.2780214,87.29,15.054,6.634,3.5,-11.0393,0.0,26045.51,0.3377174,0.022682942,-0.0017304375,0.0044535836
Manipogo,ibohbe020_drz,4512,189.1414551,62.2679555,44.52,3.841,2.496,3.5,-3.9748,0.0099,38.89886,0.3547138,0.11338162,-0.092753932,0.11493633
Manipogo,hst_skycell-p2477x01y13_wfc3_ir_f125w_coarse-all_drz,4513,189.2613827,62.2620968,54.88,6.656,6.417,3.5,-7.1722,0.0012,739.4341,0.8499395,0.023719296,-0.001615948,0.023138875
Manipogo,hst_15977_04_wfc3_ir_f160w_ie0z04_drz,4514,189.1033191,62.2147539,42.43,2.679,1.695,10.37,-8.8077,0.0002,3334.995,0.5501741,0.23444594,-0.20807844,0.25312817
Manipogo,icoi3f040_drz,4515,189.2058569,62.2866405,48.44,3.007,2.676,3.5,-10.832,0.0001,21517.73,0.9980441,0.12685643,-0.028835842,0.12338012
Manipogo,hst_9727_48_acs_wfc_f775w_j8wq48_drc,4516,189.1085448,62.2086035,66.8,1.001,0.829,3.5,-1.4446,0.0193,3.78319,0.06713185,1.3829765,-0.32972163,1.0690109
Manipogo,jb3701011_drz,4517,189.1060648,62.3127274,-20.21,4.414,3.557,6.13,-2.4432,0.0295,9.490073,0.2574602,0.054638162,0.017966593,0.075738974
Manipogo,iboe2f020_drz,4518,189.1426324,62.2424876,-21.58,4.911,3.82,3.5,-6.5728,0.0016,425.7308,0.6458982,0.045120176,0.018527485,0.064880975
Manipogo,j91weblzq_drz,4519,189.0745095,62.3208723,-1.0,0.804,0.402,6.04,0.1136,0.0793,0.9006229,0.0657931,1.5470297,0.1619862,6.193769
Manipogo,hst_12443_3b_wfc3_ir_f125w_drz,4520,189.1342396,62.2631692,-48.91,75.118,10.239,0.0,99.0,99.0,-44.99846,2.115807,0.0054942975,0.009274465,0.0042215339
470240,hst_13046_g1_wfc3_ir_f125w_ic1xg1_drz,4521,130.7263573,45.8889511,-2.36,0.738,0.643,6.15,-0.5258,0.1963,1.623019,0.2933191,1.838082,0.047553688,2.4143174
470240,hst_13046_g2_wfc3_ir_f125w_ic1xg2_drz,4522,130.7260298,45.8898835,-71.97,1.223,0.874,4.7,-1.0266,0.1389,2.574295,0.3292826,1.2475699,0.37715948,0.72953647
470240,hst_13046_g2_wfc3_ir_f160w_ic1xg2_drz,4523,130.729686,45.8909146,64.68,4.326,2.445,3.5,-4.0767,0.0108,42.7235,0.4254574,0.14643012,-0.08799912,0.074266784
470240,ic1xg4020_drz,4524,130.7291048,45.8943149,15.15,3.35,2.668,3.5,-4.9535,0.0047,95.80614,0.4118293,0.092624828,-0.025889074,0.13693944
470240,hst_skycell-p2248x07y11_wfc3_ir_f160w_coarse-all_drz,4525,130.7260766,45.8889193,49.31,1.692,0.937,7.88,-1.2154,0.0817,3.062968,0.2303117,0.8030746,-0.78033316,0.68486643
470240,ic1xg1010_drz,4526,130.7069156,45.8998702,26.48,4.464,3.149,3.5,-4.26,0.019,50.58117,0.8847465,0.060261011,-0.040448572,0.090777829
470240,hst_skycell-p2248x07y11_wfc3_ir_f125w_all_drz,4527,130.7254211,45.8899626,34.06,6.043,5.167,3.7,-3.7803,0.0047,32.51718,0.1398283,0.030545702,-0.0093503408,0.034299176
470240,ic1xg3010_drz,4528,130.7083149,45.8976284,-78.0,3.43,3.36,3.5,-4.2926,0.0165,52.12343,0.7898297,0.088404171,0.0014564724,0.085132375
470240,hst_13046_g1_wfc3_ir_f160w_ic1xg1_drz,4529,130.7264088,45.8887303,19.44,1.36,0.48,7.35,-0.8028,0.1127,2.094697,0.2174371,0.96247792,-2.3888624,3.9259179
470240,hst_13046_g3_wfc3_ir_f125w_ic1xg3_drz,4530,130.729708,45.8909072,53.08,4.02,1.97,3.82,-4.129,0.0175,44.83127,0.7205461,0.18698485,-0.18803449,0.13252713
470240,ic1xg2010_drz,4531,130.7069155,45.8998783,38.7,4.607,2.966,3.5,-4.2319,0.0191,49.29229,0.8663664,0.073138341,-0.064966276,0.087666884
470240,ic1xg4010_drz,4532,130.7178879,45.8933562,38.48,2.476,1.434,3.89,-2.9412,0.0354,15.0141,0.4899563,0.28812274,-0.31464913,0.36097202
470240,hst_13046_g4_wfc3_ir_f125w_ic1xg4_drz,4533,130.7126395,45.893348,15.94,2.674,2.405,3.5,-3.3276,0.03,21.43186,0.5911811,0.14231862,-0.017495114,0.1704447
470240,ic1xg1fcq_drz,4534,130.7104897,45.8992411,12.14,3.368,3.102,3.63,-5.1728,0.01,117.2491,1.082602,0.088863038,-0.0064665191,0.10319779
470240,ic1xg3020_drz,4535,130.7104959,45.8992302,35.68,4.056,3.123,3.5,-5.1748,0.0045,117.465,0.4914038,0.074982882,-0.039580774,0.088329911
470240,ic1xg2haq_drz,4536,130.710482,45.8992451,33.1,3.423,2.695,3.78,-5.1463,0.01,114.4255,1.058069,0.10096137,-0.047920175,0.1220976
470240,ic1xg4qiq_drz,4537,130.717887,45.8933681,37.93,2.303,1.516,3.84,-2.909,0.0487,14.57523,0.653486,0.28171501,-0.23909819,0.34198615
470240,hst_skycell-p2248x07y11_wfc3_ir_f160w_all_drz,4538,130.7297081,45.8909033,54.33,14.024,6.852,3.5,-4.0213,0.0035,40.60125,0.1290718,0.015784325,-0.015360745,0.010598114
470240,hst_skycell-p2248x07y11_wfc3_ir_f125w_coarse-all_drz,4539,130.7271636,45.8886191,80.02,1.024,0.651,3.5,0.3696,0.1791,0.711449,0.1173309,2.3138413,-0.47879094,0.99608862
470240,ic1xg3foq_drz,4540,130.7281875,45.89157,70.94,2.258,1.084,5.43,-2.4369,0.0903,9.435574,0.7842029,0.7811957,-0.40431276,0.26595238
470240,hst_13046_g4_wfc3_ir_f160w_ic1xg4_drz,4541,130.7126521,45.8933706,11.93,2.678,2.381,3.58,-3.1171,0.0202,17.6532,0.3281885,0.1410365,-0.014942809,0.17482735
470240,ic1xg1020_drz,4542,130.7104796,45.8992349,6.63,4.286,3.364,3.5,-5.18,0.0048,118.0298,0.5219513,0.05488769,-0.007782585,0.087921627
470240,hst_13046_g3_wfc3_ir_f160w_ic1xg3_drz,4543,130.7297099,45.8909024,54.04,4.322,2.201,3.58,-4.0237,0.0109,40.69039,0.4096737,0.15376084,-0.14542966,0.10628353
470240,ic1xg2020_drz,4544,130.7069203,45.8998857,33.66,4.934,3.345,3.5,-4.0821,0.0141,42.93773,0.5587553,0.055915538,-0.044573795,0.074540488
520107,hst_13046_p1_wfc3_ir_f160w_drz,4545,184.144304,47.8019595,54.9,47.332,11.874,3.5,-4.258,0.0252,50.49036,1.171966,0.0048947567,-0.0062532299,0.0026439517
520107,hst_13046_p3_wfc3_ir_f160w_drz,4546,184.1764842,47.8010262,-38.43,89.442,11.495,0.0,99.0,99.0,-587.6353,1.610621,0.0030000373,0.0072476696,0.0046926625
520107,ic1xp3010_drz,4547,184.1576185,47.7975046,-69.66,4.733,2.284,3.5,-3.4074,0.0145,23.06548,0.3074467,0.17399992,0.095885135,0.062409867
520107,hst_13046_p1_wfc3_ir_f160w_ic1xp1_drz,4548,184.1535878,47.7920626,-16.08,2.473,1.974,3.5,-1.3096,0.0665,3.340682,0.2044269,0.17069134,0.049470287,0.24938951
520107,hst_13046_p3_wfc3_ir_f160w_ic1xp3_drz,4549,184.1566971,47.7917598,68.98,2.308,2.028,9.76,-3.9531,0.0165,38.12616,0.5806667,0.23596995,-0.037021212,0.19492021
