SNID,File_key,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY
Gabi,j8dnh7030_drz,5451,189.067625,62.2050229,0.0,1.42,0.289,6.11,1.7782,0.2569,0.1944133,0.04599626,0.49606434,-0.0,12.000005
Gabi,jb3722041_drc,5452,189.1410705,62.1955134,2.45,0.901,0.493,4.89,1.3809,0.1262,0.2803141,0.03258307,1.2371194,-0.24654676,4.1077614
Gabi,HST_10189_l6_NIC_NIC2_F110W_drz,5453,189.0477358,62.199719,-69.5,93.49,32.637,0.0,99.0,99.0,-76.31022,0.0004051042,0.00083773123,0.00054085435,0.00021551714
Gabi,j8n1bcu1q_drc,5454,189.0678424,62.1980259,4.27,0.834,0.702,3.5,-2.3048,0.0069,8.354518,0.05329636,1.4414419,-0.087994978,2.0275266
Gabi,j91wa4hjq_drc,5455,189.1550611,62.1554141,0.42,0.702,0.488,3.5,0.058,0.051,0.9480165,0.04453721,2.0275223,-0.031802829,4.2049322
Gabi,j8dni2030_drc,5456,188.8950151,62.2006944,-44.24,1.005,0.481,3.5,1.6437,0.133,0.2200503,0.02695456,2.6084826,3.3224044,2.6968007
Gabi,hst_12443_6r_wfc3_ir_f160w_iboe6r_drz,5457,189.0795948,62.1678581,-30.76,2.894,2.234,4.35,-2.3586,0.051,8.778944,0.412558,0.14059338,0.071168028,0.17919871
Gabi,j91wdcofq_drc,5458,189.0668726,62.2788641,0.92,0.846,0.411,5.6,-1.4966,0.0189,3.968692,0.06893189,1.3985019,-0.14557266,5.9220667
Gabi,j8dnc8030_drc,5459,189.1595448,62.2137504,-47.44,0.83,0.495,3.5,1.9986,0.1551,0.1586886,0.02265658,2.8768229,2.6151683,2.6531599
Gabi,hst_11600_06_wfc3_ir_f140w_ib3706_drz,5460,189.0949811,62.1693948,44.64,0.964,0.349,7.35,-0.0791,0.2809,1.07557,0.2782234,4.5912108,-7.1183162,4.6810632
Gabi,j8dni3030_drz,5461,188.9798497,62.2402156,5.17,1.176,0.224,10.84,-0.4046,0.0497,1.451625,0.06642098,0.87875378,-3.4490552,19.794386
Gabi,hst_11600_42_wfc3_ir_f140w_ib3742_drz,5462,189.0410209,62.1962073,32.68,9.249,5.202,3.5,-8.3175,0.0015,2123.212,2.944081,0.019054154,-0.022959508,0.029584352
Gabi,hst_12444_5f_wfc3_ir_f125w_drz,5463,189.1333744,62.2191017,-82.54,68.438,11.305,3.5,-6.4546,0.0053,381.7945,1.877743,0.0076962183,0.0019593129,0.0003417613
Gabi,j8n1b6teq_drc,5464,189.0663937,62.1229958,-43.66,0.99,0.344,7.99,0.4102,0.1567,0.6853575,0.09888899,4.5586786,7.415175,4.9069309
Gabi,ic6hc1040_drz,5465,189.0163429,62.1947077,38.42,11.947,8.146,3.5,-12.007,0.0,63501.59,0.6324046,0.010119177,-0.0078511639,0.011955846
Gabi,n94sl6010_mos,5466,189.0509051,62.2027966,-43.38,2.162,1.187,9.44,-1.2221,0.066,3.082112,0.1873518,0.44772816,0.49477333,0.47574231
Gabi,hst_13063_c1_wfc3_ir_f105w_ic6hc1_drz,5467,189.0345654,62.1644103,-2.99,4.081,3.632,3.58,-4.6092,0.0157,69.77228,1.005473,0.060097549,0.0016401645,0.075777575
Gabi,j8dnf9030_drz,5468,189.1612859,62.2135391,5.42,0.902,0.288,9.08,-1.047,0.0219,2.62313,0.05289725,1.3249773,-2.0440607,11.999033
Gabi,j91wd7joq_drz,5469,189.1487169,62.2407581,9.45,0.931,0.872,3.72,-1.0225,0.0337,2.564406,0.07959086,1.1571496,-0.052480947,1.3104395
Gabi,jb3725021_drc,5470,189.1527169,62.1450839,14.72,0.671,0.647,3.5,2.004,0.1765,0.1579104,0.02567122,2.230387,-0.082537904,2.3766356
Gabi,jb3725011_drz,5471,189.1541234,62.1446828,0.0,1.172,0.289,9.0,0.8197,0.1269,0.4700287,0.05491934,0.72763574,-0.0,12.000005
Gabi,hst_12442_eb_wfc3_ir_f105w_drz,5472,189.0872362,62.1721591,-52.37,35.646,6.011,0.0,99.0,99.0,-125.3667,0.9077556,0.017654,0.026006607,0.010811665
Gabi,j8dnc1030_drc,5473,189.150616,62.2373277,6.62,1.662,0.465,3.5,1.2981,0.1365,0.302524,0.03801732,0.4185636,-0.97736716,4.5707397
Gabi,j8dnc0030_drc,5474,189.0680173,62.19902,7.91,1.123,0.395,6.63,0.0659,0.0633,0.9411488,0.05489518,0.89888668,-1.5288355,6.2969875
Gabi,j8n1bcu1q_drz,5475,189.0678424,62.1980259,4.27,0.834,0.702,3.5,-2.3048,0.0068,8.354273,0.05264454,1.4414442,-0.087977156,2.027343
Gabi,hst_10339_bc_acs_wfc_f775w_j91wbc_drc,5476,189.0658128,62.2004085,33.23,2.35,1.168,3.5,-3.8246,0.0036,33.87201,0.1131554,0.34676728,-0.50553149,0.56692433
Gabi,n94sl5010_mos,5477,189.0586108,62.1997814,57.57,2.789,2.493,3.5,-5.8491,0.0005,218.5885,0.09822986,0.15164091,-0.029308978,0.13788649
Gabi,hst_9728_ac_acs_wfc_f775w_j8n1ac_drc,5478,189.0658956,62.2013189,6.2,1.049,0.972,3.5,-3.684,0.0026,29.75753,0.07089627,0.91030294,-0.032401584,1.0575571
Gabi,hst_12443_6r_wfc3_ir_f125w_drz,5479,189.0984975,62.1776056,-47.09,215.401,9.896,0.0,99.0,99.0,-178.9694,3.829033,0.0054877275,0.010162636,0.0047451109
Gabi,n94sl4010_mos,5480,189.0587109,62.1998565,59.11,2.622,2.364,3.5,-5.8351,0.0006,215.794,0.1266168,0.17011409,-0.029465577,0.15429598
Gabi,hst_12443_2k_wfc3_ir_f160w_drz,5481,189.089778,62.2076024,88.5,5.55,4.69,3.5,-6.4771,0.0008,389.8129,0.2775156,0.045456707,-0.00068118586,0.032469049
Gabi,hst_12443_2k_wfc3_ir_f125w_iboe2k_drz,5482,189.0500158,62.2060632,72.14,4.047,1.548,3.5,-2.4316,0.0415,9.389265,0.3587618,0.38396427,-0.20815615,0.094596803
Gabi,hst_12443_2q_wfc3_ir_f125w_iboe2q_drz,5483,189.0632968,62.17375,25.84,2.489,2.317,3.5,-7.5186,0.0004,1017.248,0.3841618,0.16608037,-0.019481057,0.1814817
Gabi,hst_9583_i3_acs_wfc_f775w_j8dni3_drc,5484,189.0657393,62.2011349,14.05,0.984,0.661,3.68,-2.455,0.0041,9.594238,0.03654622,1.1063594,-0.5927707,2.2163849
Gabi,hst_12444_5f_wfc3_ir_f160w_drz,5485,189.0506321,62.2181851,-81.66,57.391,11.265,3.5,-5.8486,0.009,218.4867,1.812607,0.0077205715,0.0021746135,0.00046300556
Gabi,hst_12443_6r_wfc3_ir_f125w_iboe6r_drz,5486,189.0788076,62.1671444,-47.41,2.311,0.427,6.9,-1.4899,0.0819,3.944178,0.2976158,3.0573938,5.2767096,2.6126475
Gabi,j8n1a6jaq_drz,5487,188.9792419,62.1660613,86.59,0.973,0.859,3.5,-2.3423,0.0107,8.648316,0.08495084,1.3534665,-0.035455994,1.0573051
Gabi,j8dnb5030_drz,5488,189.1530409,62.162281,-16.37,0.738,0.442,5.61,2.1692,0.2836,0.1356154,0.03541074,2.0982876,1.7803611,4.8681951
Gabi,j91wd6j5q_drc,5489,189.0704989,62.2017123,1.59,0.835,0.388,6.4,0.1034,0.1039,0.9091769,0.08699524,1.4374812,-0.2881498,6.6324916
Gabi,j8wq24hgq_drz,5490,189.0540527,62.2195074,-5.22,0.845,0.428,5.26,-0.5129,0.0405,1.603905,0.0597597,1.4343406,0.73614132,5.428751
Gabi,hst_10339_b6_acs_wfc_f775w_j91wb6_drc,5491,189.0669151,62.1245058,88.97,2.456,0.958,3.5,-3.3275,0.0054,21.42825,0.1060541,1.0892943,-0.03327734,0.16610773
Gabi,hst_9583_h8_acs_wfc_f775w_j8dnh8_drc,5492,189.148491,62.1631572,-40.42,0.993,0.616,3.5,1.409,0.1353,0.2731617,0.03402612,1.6954203,1.6022922,1.9540485
Gabi,j91wc4mrq_drz,5493,189.1593606,62.2119443,0.2,0.862,0.416,5.25,-1.7983,0.0137,5.239634,0.06633607,1.3468989,-0.031192223,5.7650008
Gabi,j8dnf9030_drc,5494,189.1612859,62.2135391,5.42,0.902,0.288,9.08,-1.0479,0.0219,2.625125,0.05305226,1.3248392,-2.043426,11.989979
Gabi,j91wbcl3q_drc,5495,189.1525256,62.2385271,2.18,0.931,0.277,7.96,0.6952,0.1667,0.5271097,0.08091751,1.1710143,-0.8990373,12.978629
Gabi,j8n1abfmq_drz,5496,188.9013752,62.2034099,-20.78,0.7,0.449,3.5,1.6808,0.2392,0.2126649,0.04684051,2.406266,1.9405973,4.5951734
Gabi,j91wa4hjq_drz,5497,189.1550611,62.1554141,0.42,0.702,0.488,3.5,0.0581,0.0502,0.9479225,0.04385522,2.0275288,-0.031802256,4.2049074
Gabi,hst_12443_1r_wfc3_ir_f125w_iboe1r_drz,5498,189.0779645,62.167197,45.82,2.526,0.869,5.16,-1.175,0.1129,2.951261,0.3067443,0.75677872,-1.1662736,0.72344613
Gabi,hst_12442_eb_wfc3_ir_f105w_iboheb_drz,5499,189.0794115,62.1682935,1.84,0.952,0.932,4.05,-0.0547,0.1266,1.051683,0.1226396,1.1027617,-0.0030821553,1.1507531
Gabi,ib3706050_drz,5500,189.041113,62.1961045,-1.35,18.302,7.317,3.5,-8.5802,0.001,2704.537,2.538808,0.0029942326,0.00073992909,0.018668309
Gabi,j91wd7joq_drc,5501,189.1487169,62.2407581,9.46,0.931,0.872,3.72,-1.0225,0.0342,2.564372,0.08064437,1.1572924,-0.052540146,1.310559
Gabi,ic6hc0030_drz,5502,189.0409375,62.19611,-37.33,22.913,10.165,3.5,-8.6477,0.0004,2877.947,1.109595,0.0047639576,0.007496926,0.0068192231
Gabi,hst_10339_db_acs_wfc_f775w_j91wdb_drc,5503,188.9834378,62.1600213,49.2,0.971,0.853,3.5,-3.4487,0.0029,23.95893,0.0645206,1.2404979,-0.31025591,1.1947383
Gabi,j91wbbkgq_drc,5504,189.0723932,62.2011581,54.34,0.82,0.767,3.5,-1.029,0.0218,2.579934,0.05175416,1.6273322,-0.20218307,1.5589877
Gabi,j91wd6j5q_drz,5505,189.0704989,62.2017123,1.59,0.835,0.388,6.4,0.1035,0.1023,0.9090773,0.08565747,1.4374887,-0.28813484,6.6323142
Gabi,hst_9583_f9_acs_wfc_f775w_j8dnf9_drc,5506,189.0367168,62.1557349,0.97,0.903,0.714,3.5,-2.4496,0.0038,9.546657,0.03325816,1.225841,-0.024862271,1.9587458
Gabi,j8n1a7xtq_drc,5507,189.0630217,62.2022468,-0.54,1.127,0.683,3.51,-4.0276,0.0016,40.83709,0.05890631,0.78710943,0.025479104,2.1405733
Gabi,ib3702050_drz,5508,189.0326832,62.2001717,51.64,5.743,5.02,3.5,-6.3374,0.0038,342.7338,1.20444,0.036074646,-0.0091002453,0.03392512
Gabi,ibohebopq_drz,5509,189.0512356,62.1826683,24.9,3.293,1.982,3.5,-4.1525,0.0088,45.81573,0.3691447,0.12099887,-0.12404055,0.22581363
Gabi,j8dnc1030_drz,5510,189.150616,62.2373277,6.62,1.662,0.465,3.5,1.2984,0.1361,0.3024381,0.03789173,0.41858256,-0.97744846,4.5708075
Gabi,j8n1b7ueq_drc,5511,189.1483811,62.1606771,25.41,0.89,0.853,3.5,-1.2199,0.0228,3.075951,0.06470415,1.2838194,-0.085667595,1.3536505
Gabi,hst_9583_h8_acs_wfc_f775w_drz,5512,189.146327,62.1638426,33.28,21.462,10.437,3.66,-4.1726,0.0154,46.66896,0.6617848,0.0042820661,-0.0064317035,0.0070697898
Gabi,hst_11600_25_acs_wfc_f775w_jb3725_drc,5513,189.1505363,62.1453007,72.63,12.841,9.475,3.5,-5.1916,0.0021,119.3013,0.235808,0.010685858,-0.0028907713,0.0065167123
Gabi,j8n1acxeq_drc,5514,188.9777192,62.2392472,-0.76,0.839,0.583,3.5,-1.2752,0.0165,3.236476,0.04909994,1.4216195,0.040248193,2.9422402
Gabi,hst_10339_e4_acs_wfc_f775w_j91we4_drc,5515,189.0736491,62.1485276,-2.53,0.588,0.576,3.5,1.9904,0.2606,0.1599013,0.03837052,2.8938954,0.010495203,3.0122287
Gabi,j91we4x9q_drz,5516,189.0128636,62.1969096,2.52,0.867,0.411,5.61,-2.0521,0.0108,6.619792,0.06553359,1.3380916,-0.40227944,5.9085755
Gabi,hst_10339_a4_acs_wfc_f775w_j91wa4_drc,5517,189.1550595,62.1554141,1.18,0.809,0.489,3.5,0.0389,0.0537,0.9647827,0.04769711,1.5304921,-0.1093231,4.1788888
Gabi,j91wb7iaq_drz,5518,189.2350647,62.2003189,0.74,0.948,0.433,5.45,-1.3195,0.0216,3.371376,0.06694966,1.1137985,-0.10889903,5.3408794
Gabi,hst_12443_1r_wfc3_ir_f160w_iboe1r_drz,5519,189.0793037,62.1672437,-44.04,0.956,0.336,9.39,-0.3779,0.1366,1.416294,0.1781295,4.8418951,7.7522578,5.1028214
Gabi,hst_10339_bb_acs_wfc_f775w_j91wbb_drc,5520,188.9841736,62.1642121,83.98,4.674,2.014,5.76,-2.4242,0.0399,9.325852,0.3430009,0.24427611,-0.041837264,0.04797427
Gabi,j91wbcl3q_drz,5521,189.1525256,62.2385271,2.18,0.931,0.277,7.96,0.6956,0.1646,0.5269408,0.07986815,1.1710621,-0.8989436,12.978217
Gabi,ic6hc1030_drz,5522,189.0163356,62.1946794,50.19,3.951,3.839,3.5,-12.3414,0.0,86411.3,1.006454,0.066307031,-0.0037427805,0.065621689
Gabi,hst_9583_h7_acs_wfc_f775w_j8dnh7_drc,5523,189.066237,62.12255,69.01,5.232,1.798,7.8,-2.2818,0.0386,8.179695,0.2907369,0.27419004,-0.18236667,0.07152354
Gabi,j8n1b6teq_drz,5524,189.0663937,62.1229958,-43.65,0.99,0.344,7.99,0.4115,0.1551,0.6845317,0.0977791,4.5585885,7.4152331,4.9071469
Gabi,HST_10189_l4_NIC_NIC2_F110W_drz,5525,189.0647262,62.2033644,-63.45,40.531,28.042,0.0,99.0,99.0,-48.9737,1.307329,0.0011392602,0.00053009018,0.00074114668
Gabi,jb3725041_drc,5526,189.159211,62.1444434,-43.74,0.764,0.563,4.74,2.0327,0.2245,0.1537926,0.03179521,2.403451,1.4434204,2.4667797
Gabi,j91wdbnwq_drz,5527,188.9832688,62.2423689,-27.78,0.92,0.884,3.5,-0.6739,0.0371,1.860238,0.06350372,1.2027802,0.081463769,1.2586261
Gabi,hst_13420_02_wfc3_ir_f105w_icat02_drz,5528,189.0408504,62.1961499,30.16,15.022,6.079,3.5,-8.08,0.0021,1706.093,3.364519,0.01014159,-0.019656029,0.021345772
Gabi,hst_9583_c1_acs_wfc_f775w_drz,5529,189.06227,62.2020937,33.06,46.532,11.44,3.5,-4.2749,0.0208,51.2814,0.981568,0.0025975599,-0.0065635145,0.0055046356
Gabi,j91wb6huq_drz,5530,189.1550805,62.163133,1.68,0.856,0.807,3.5,-1.0881,0.02,2.72425,0.05029067,1.3648701,-0.0099876067,1.535306
Gabi,hst_12443_2k_wfc3_ir_f160w_iboe2k_drz,5531,189.089776,62.2074761,86.84,3.966,3.361,3.5,-6.4818,0.001,391.4951,0.3514312,0.088435084,-0.0027486782,0.063652962
Gabi,icat02040_drz,5532,189.0291907,62.2045158,-12.69,6.131,5.282,5.83,-5.6105,0.0197,175.4677,3.183411,0.027045688,0.0039619338,0.035397675
Gabi,iboheb020_drz,5533,189.020618,62.1935823,-88.9,4.339,0.552,4.07,-1.1075,0.0933,2.77341,0.2382885,3.2842247,0.12460345,0.054321393
Gabi,iboe2q020_drz,5534,189.0633152,62.1737443,16.41,2.786,2.552,3.5,-7.2717,0.0004,810.3729,0.324712,0.13078868,-0.013414109,0.15158415
Gabi,j8dne7030_drz,5535,189.14666,62.2419206,0.48,1.325,0.701,3.5,1.866,0.2322,0.1793054,0.03833064,0.57008523,-0.024603114,2.0331802
Gabi,icat06040_drz,5536,189.0409758,62.1961235,-4.47,15.96,6.569,3.5,-8.1221,0.0021,1773.482,3.397725,0.0040428392,0.0029889806,0.023057107
Gabi,hst_9583_c1_acs_wfc_f775w_j8dnc1_drc,5537,189.064637,62.2101272,-52.17,35.191,8.273,4.91,-4.2569,0.0218,50.43697,1.012515,0.0094178356,0.013371419,0.0059987837
Gabi,iboe2k030_drz,5538,189.0662595,62.2104203,-60.33,8.204,7.589,3.5,-7.0164,0.0013,640.5771,0.7618355,0.016749047,0.0021537358,0.015472678
Gabi,hst_9583_c0_acs_wfc_f775w_j8dnc0_drc,5539,188.984081,62.1618132,70.31,1.406,0.585,4.23,1.0658,0.1444,0.3746805,0.04982472,2.6451957,-1.531034,0.77961588
Gabi,j8wq24hgq_drc,5540,189.0540527,62.2195074,-5.22,0.845,0.428,5.26,-0.5129,0.0409,1.603866,0.06034815,1.4343636,0.73613465,5.4288707
Gabi,iboe2qn7q_drz,5541,189.0633106,62.1737272,26.52,2.439,2.269,3.5,-7.5138,0.0005,1012.832,0.500981,0.17335741,-0.020899396,0.18908809
Gabi,hst_11600_02_wfc3_ir_f140w_ib3702_drz,5542,189.0409794,62.1962135,33.63,11.666,5.646,3.5,-8.3628,0.0009,2213.808,1.890394,0.014715473,-0.022157822,0.024005603
Gabi,j8dnf2030_drc,5543,189.0663205,62.2795382,13.88,1.042,0.431,6.97,-1.5017,0.0151,3.987141,0.05551732,1.1786201,-2.0800233,5.1310134
Gabi,hst_10339_b7_acs_wfc_f775w_j91wb7_drc,5544,189.147443,62.1620505,-64.07,1.035,0.921,3.5,-1.2803,0.0227,3.251622,0.06796199,1.1315094,0.19219463,0.98064297
Gabi,hst_9728_bc_acs_wfc_f775w_j8n1bc_drc,5545,189.0688255,62.1977189,30.81,1.011,0.867,3.5,-1.4024,0.0206,3.638725,0.06913502,1.070649,-0.31091177,1.2386774
Gabi,j8dni3030_drc,5546,188.9798497,62.2402156,5.17,1.177,0.224,10.83,-0.4075,0.0498,1.455466,0.06676508,0.8780691,-3.4469426,19.764133
Gabi,j91wdbnwq_drc,5547,188.9832688,62.2423689,-27.82,0.92,0.884,3.5,-0.673,0.0378,1.858716,0.06475813,1.2033218,0.081427388,1.2589825
Gabi,hst_10339_d6_acs_wfc_f775w_j91wd6_drc,5548,189.0648683,62.1221951,-46.56,6.351,3.843,3.5,-9.0749,0.0001,4265.475,0.4065009,0.047420956,0.042862214,0.045088436
Gabi,jb3722041_drz,5549,189.1241865,62.1973957,0.0,1.012,0.289,8.65,-0.0867,0.0493,1.083082,0.04916501,0.97546732,-0.0,12.000005
Gabi,jb3722021_drz,5550,189.1400658,62.195738,0.0,0.976,0.289,8.86,-0.705,0.0296,1.914207,0.05224671,1.0503663,-0.0,12.000005
Gabi,iboe6r020_drz,5551,189.0410298,62.1961108,-11.01,19.692,7.885,3.5,-8.1602,0.001,1836.959,1.609773,0.0030718273,0.0050653531,0.015591784
Gabi,hst_13063_c0_wfc3_ir_f140w_drz,5552,189.1008299,62.1748947,82.43,51.864,9.547,0.0,99.0,99.0,-242.1996,0.6624921,0.010788128,-0.0027680353,0.00055566087
Gabi,jb3722031_drc,5553,189.1420039,62.1955814,-71.62,0.716,0.457,3.5,2.292,0.1947,0.1211116,0.02171805,4.5121193,1.7032095,2.2321646
Gabi,hst_9727_24_acs_wfc_f775w_j8wq24_drc,5554,189.1308395,62.1522895,36.07,21.029,9.661,4.48,-5.841,0.0064,216.9801,1.279455,0.0051911329,-0.0080454499,0.0077846092
Gabi,j91wbbkgq_drz,5555,189.0723932,62.2011581,54.37,0.82,0.767,3.5,-1.0282,0.0215,2.577976,0.05092224,1.6280743,-0.20231818,1.5594494
Gabi,j91wc4mrq_drc,5556,189.1593606,62.2119443,0.2,0.862,0.417,5.25,-1.7985,0.014,5.240819,0.067624,1.3467962,-0.031155692,5.764555
Gabi,hst_9583_b5_acs_wfc_f775w_j8dnb5_drc,5557,189.066467,62.1237715,33.41,1.713,1.481,3.5,-0.8129,0.0331,2.114189,0.06438795,0.37562194,-0.10586707,0.42094532
Gabi,hst_9728_b7_acs_wfc_f775w_j8n1b7_drc,5558,189.1509916,62.159832,-59.06,1.579,0.884,3.5,-2.3869,0.0104,9.010719,0.08605842,1.0472298,0.77452099,0.63330936
Gabi,iboe1rjeq_drz,5559,189.0202907,62.1931724,-79.9,6.361,1.076,0.0,99.0,99.0,-4.52039,0.4791357,0.8376745,0.2895534,0.050496936
Gabi,hst_13063_c1_wfc3_ir_f105w_drz,5560,189.0945131,62.1811102,78.4,46.228,11.225,3.5,-6.2946,0.0105,329.5022,3.178553,0.0076339506,-0.0029428187,0.00077006017
Gabi,iboe6rm1q_drz,5561,189.0255798,62.192157,1.78,3.208,2.811,3.5,-5.1706,0.0062,117.0195,0.6682225,0.097190537,-0.0018270348,0.12650143
Gabi,j8n1acxeq_drz,5562,188.9777192,62.2392472,-0.76,0.839,0.583,3.5,-1.2749,0.0163,3.235621,0.04853872,1.4217783,0.04013082,2.9427762
Gabi,j8dne7030_drc,5563,189.1466601,62.2419206,0.48,1.324,0.701,3.5,1.8706,0.2339,0.1785421,0.03845102,0.57014167,-0.024587177,2.0335028
Gabi,hst_9583_f1_acs_wfc_f775w_j8dnf1_drc,5564,188.9829926,62.1598265,-16.63,0.75,0.438,3.5,1.9828,0.155,0.1610233,0.02298385,2.059993,1.876822,4.9217782
Gabi,j8n1bbtrq_drc,5565,188.9859326,62.1605956,2.07,1.117,0.873,3.5,-2.4756,0.0083,9.77808,0.07464354,0.80168396,-0.036948107,1.3119433
Gabi,jb3725031_drc,5566,189.1616393,62.1442573,0.29,0.702,0.471,3.5,-0.2685,0.0159,1.280517,0.01875368,2.0309696,-0.024604155,4.5017233
Gabi,jb3722031_drz,5567,189.1420039,62.1955814,-71.62,0.716,0.457,3.5,2.2912,0.1855,0.1212013,0.02070778,4.5126023,1.7037746,2.2317157
Gabi,iboe2k020_drz,5568,189.0500069,62.2060538,71.44,4.019,1.51,3.5,-2.3935,0.0421,9.065411,0.3513103,0.40029144,-0.22718547,0.10004682
Gabi,hst_13420_06_wfc3_ir_f105w_icat06_drz,5569,189.0950898,62.1687209,38.91,4.68,3.102,3.5,-5.2726,0.0114,128.5414,1.350269,0.06865178,-0.056956284,0.08093816
Gabi,iboi5fm9q_drz,5570,189.0730562,62.2356257,-33.86,4.831,2.533,3.5,-4.2129,0.014,48.43703,0.6247032,0.07791011,0.10452796,0.12075166
Gabi,hst_9728_b6_acs_wfc_f775w_j8n1b6_drc,5571,189.0695151,62.1217285,-19.35,3.445,0.932,3.5,-3.6212,0.0052,28.08602,0.1336822,0.20145735,0.66748041,1.034568
Gabi,hst_9728_bb_acs_wfc_f775w_j8n1bb_drc,5572,188.9885691,62.1597964,-25.59,1.101,0.877,3.5,-1.6543,0.0168,4.588978,0.07099882,0.91313022,0.37110928,1.2116261
Gabi,hst_13063_c1_wfc3_ir_f160w_ic6hc1_drz,5573,189.0345483,62.1644042,26.41,4.579,4.072,3.5,-4.5935,0.0044,68.7701,0.2801081,0.050182134,-0.010063789,0.057816099
Gabi,j8dnh8030_drz,5574,189.0621699,62.201907,1.03,0.863,0.457,5.68,-0.8722,0.0208,2.232898,0.04277976,1.3433671,-0.12338824,4.7787066
Gabi,iboe1r020_drz,5575,189.0255338,62.1907629,67.54,4.644,2.334,5.65,-2.7901,0.051,13.06255,0.6137293,0.1635792,-0.096889831,0.066396885
Gabi,j8dnb5030_drc,5576,189.1530409,62.162281,-16.36,0.738,0.442,5.6,2.1711,0.2847,0.1353826,0.0354946,2.0982962,1.7803268,4.8685617
Gabi,hst_12443_2q_wfc3_ir_f160w_drz,5577,189.0848595,62.1761626,-30.49,8.602,5.937,3.5,-4.2999,0.0102,52.47478,0.4947179,0.01734014,0.012990249,0.024547335
Gabi,hst_13063_c0_wfc3_ir_f140w_ic6hc0_drz,5578,189.0295731,62.1650926,-82.3,7.686,4.451,5.09,-3.4527,0.0286,24.04897,0.6322426,0.04987251,0.0089048566,0.017530752
Gabi,iboi5f020_drz,5579,189.0818853,62.2314487,-59.02,5.083,3.034,3.5,-6.4595,0.0014,383.5143,0.5069935,0.090075806,0.061698686,0.057223301
Gabi,hst_9728_ab_acs_wfc_f775w_j8n1ab_drc,5580,188.9842708,62.163852,-74.5,3.29,0.957,3.5,-4.0437,0.004,41.44472,0.1520119,1.0199949,0.51449335,0.16371427
Gabi,HST_10189_l5_NIC_NIC2_F110W_drz,5581,189.0630241,62.1998778,30.89,13.666,9.048,6.39,-3.8299,0.0352,34.03629,1.104479,0.0071626515,-0.0060449503,0.010405475
Gabi,j8dnc0030_drz,5582,189.0680173,62.19902,7.9,1.124,0.395,6.63,0.064,0.063,0.9427723,0.05467193,0.8978762,-1.5272006,6.2930574
Gabi,hst_11600_22_acs_wfc_f775w_jb3722_drc,5583,189.140599,62.1956143,53.84,1.06,0.524,3.5,2.4168,0.1655,0.1079631,0.01645492,2.6811631,-2.616972,1.8470474
Gabi,hst_9583_c8_acs_wfc_f775w_drz,5584,189.0358728,62.1559468,-52.76,0.708,0.653,3.5,0.6234,0.053,0.5631577,0.02750282,2.2167218,0.33338815,2.1240857
Gabi,j8dnj2030_drc,5585,189.0653675,62.2032003,1.21,0.773,0.499,3.5,2.0289,0.1914,0.1543193,0.0272044,1.674827,-0.098875709,4.0088735
Gabi,hst_9728_a6_acs_wfc_f775w_j8n1a6_drc,5586,189.0613047,62.1254585,-2.47,0.883,0.657,4.13,0.6742,0.1728,0.5374511,0.08549391,1.2851762,0.08932697,2.3180373
Gabi,j8dni2030_drz,5587,188.895013,62.2006931,-38.72,1.015,0.513,3.5,1.6888,0.1422,0.2110953,0.02763812,2.0770147,2.758904,2.6921189
Gabi,jb3725021_drz,5588,189.155691,62.1448003,-28.47,1.027,0.636,3.5,1.7251,0.1648,0.2041553,0.03098331,1.2948525,1.2763338,2.1258869
Gabi,hst_9583_e7_acs_wfc_f775w_j8dne7_drc,5589,189.1471606,62.1596219,-52.31,2.513,0.587,6.92,0.1622,0.1312,0.8612515,0.104071,1.8781435,2.6570139,1.1845709
Gabi,j91wb6huq_drc,5591,189.1550805,62.163133,1.68,0.856,0.807,3.5,-1.088,0.0203,2.724064,0.05093892,1.3650024,-0.010010701,1.535517
Gabi,j8dnj2030_drz,5592,189.0653675,62.2032003,1.21,0.773,0.499,3.5,2.0281,0.1902,0.1544364,0.02704339,1.6746262,-0.098784119,4.0088663
Gabi,j8n1a7xtq_drz,5593,189.0630217,62.2022468,-0.54,1.127,0.683,3.51,-4.0276,0.0016,40.83516,0.05833011,0.78715181,0.02547314,2.1405947
Gabi,iboi5flyq_drz,5594,189.1372298,62.2291797,-78.03,4.517,1.666,3.5,-2.1431,0.0748,7.198149,0.4957484,0.34699783,0.12634303,0.062405623
Gabi,hst_12443_2q_wfc3_ir_f160w_iboe2q_drz,5595,189.0632974,62.1737539,15.94,2.782,2.547,3.5,-7.2718,0.0004,810.4682,0.3242773,0.13106012,-0.013168193,0.15222581
Gabi,hst_10339_c4_acs_wfc_f775w_j91wc4_drc,5596,189.0389212,62.1557358,3.82,1.121,0.427,5.86,-0.1816,0.0798,1.18211,0.08683145,0.81656992,-0.6217292,5.4532137
Gabi,hst_9583_j2_acs_wfc_f775w_j8dnj2_drc,5597,189.1482386,62.163167,45.13,0.836,0.49,7.99,1.053,0.1819,0.3791263,0.06350342,2.799999,-2.7251794,2.7879241
Gabi,j8dnh7030_drc,5598,189.067625,62.2050229,0.0,1.42,0.289,6.1,1.7823,0.2591,0.1936763,0.04620181,0.49608213,-0.0,12.000005
