SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_16259_9s_wfc3_ir_f160w_iedw9s/hst_16259_9s_wfc3_ir_f160w_iedw9s_drz.fits,hst_16259_9s_wfc3_ir_f160w_iedw9s_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.02E-22,-7.95E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_13641_07_wfc3_ir_f160w_icow07/hst_13641_07_wfc3_ir_f160w_icow07_drz.fits,hst_13641_07_wfc3_ir_f160w_icow07_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,7.65E-22,5.42E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_15115_17_wfc3_ir_f140w_idnl17/hst_15115_17_wfc3_ir_f140w_idnl17_drz.fits,hst_15115_17_wfc3_ir_f140w_idnl17_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,1.08E-21,1.39E-21,3.56E-05,P,T
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_13868_22_wfc3_ir_f160w_icp922/hst_13868_22_wfc3_ir_f160w_icp922_drz.fits,hst_13868_22_wfc3_ir_f160w_icp922_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,4.94E-22,6.23E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_16684_06_wfc3_ir_f160w_ienn06/hst_16684_06_wfc3_ir_f160w_ienn06_drz.fits,hst_16684_06_wfc3_ir_f160w_ienn06_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.80E-23,4.58E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_17226_08_wfc3_ir_f160w_iey008/hst_17226_08_wfc3_ir_f160w_iey008_drz.fits,hst_17226_08_wfc3_ir_f160w_iey008_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.34E-21,-1.03E-21,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_14721_04_wfc3_ir_f160w_id6p04/hst_14721_04_wfc3_ir_f160w_id6p04_drz.fits,hst_14721_04_wfc3_ir_f160w_id6p04_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.85E-22,5.16E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_13868_21_wfc3_ir_f160w_icp921/hst_13868_21_wfc3_ir_f160w_icp921_drz.fits,hst_13868_21_wfc3_ir_f160w_icp921_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.44E-21,-1.70E-21,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_12578_10_wfc3_ir_f160w_ibra10/hst_12578_10_wfc3_ir_f160w_ibra10_drz.fits,hst_12578_10_wfc3_ir_f160w_ibra10_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.93E-22,1.78E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_16684_09_wfc3_ir_f160w_ienn09/hst_16684_09_wfc3_ir_f160w_ienn09_drz.fits,hst_16684_09_wfc3_ir_f160w_ienn09_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.17E-21,-9.29E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_15229_02_wfc3_ir_f160w_idk102/hst_15229_02_wfc3_ir_f160w_idk102_drz.fits,hst_15229_02_wfc3_ir_f160w_idk102_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.42E-21,-1.32E-21,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_16684_14_wfc3_ir_f160w_ienn14/hst_16684_14_wfc3_ir_f160w_ienn14_drz.fits,hst_16684_14_wfc3_ir_f160w_ienn14_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.52E-21,-9.43E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_16684_17_wfc3_ir_f160w_ienn17/hst_16684_17_wfc3_ir_f160w_ienn17_drz.fits,hst_16684_17_wfc3_ir_f160w_ienn17_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,6.02E-22,5.90E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_13657_19_wfc3_ir_f160w_icor19/hst_13657_19_wfc3_ir_f160w_icor19_drz.fits,hst_13657_19_wfc3_ir_f160w_icor19_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.83E-21,-2.73E-21,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_12167_03_wfc3_ir_f160w_ibhg03/hst_12167_03_wfc3_ir_f160w_ibhg03_drz.fits,hst_12167_03_wfc3_ir_f160w_ibhg03_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.93E-21,3.45E-21,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_13793_01_wfc3_ir_f140w_iclo01/hst_13793_01_wfc3_ir_f140w_iclo01_drz.fits,hst_13793_01_wfc3_ir_f140w_iclo01_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,6.62E-22,-5.63E-22,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_16259_9u_wfc3_ir_f160w_iedw9u/hst_16259_9u_wfc3_ir_f160w_iedw9u_drz.fits,hst_16259_9u_wfc3_ir_f160w_iedw9u_drz,2024-01-12,HST,WFC3,F160W,-3.56E-05,0,0,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_16684_07_wfc3_ir_f160w_ienn07/hst_16684_07_wfc3_ir_f160w_ienn07_drz.fits,hst_16684_07_wfc3_ir_f160w_ienn07_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.04E-21,-2.01E-21,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_16684_66_wfc3_ir_f160w_ienn66/hst_16684_66_wfc3_ir_f160w_ienn66_drz.fits,hst_16684_66_wfc3_ir_f160w_ienn66_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.11E-21,-1.91E-21,3.56E-05,P,F
04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HLA/hst_12167_03_wfc3_ir_f160w/hst_12167_03_wfc3_ir_f160w_drz.fits,hst_12167_03_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f140w_if1za4/hst_17128_a4_wfc3_ir_f140w_if1za4_drz.fits,hst_17128_a4_wfc3_ir_f140w_if1za4_drz,2024-11-08,HST,WFC3,F140W,-3.56E-05,-2.70E-22,4.59E-22,3.56E-05,B,F
2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f160w_ifa3a4/hst_17410_a4_wfc3_ir_f160w_ifa3a4_drz.fits,hst_17410_a4_wfc3_ir_f160w_ifa3a4_drz,2025-06-28,HST,WFC3,F160W,-3.56E-05,8.47E-22,8.47E-22,3.56E-05,B,T
2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f160w_if1za4/hst_17128_a4_wfc3_ir_f160w_if1za4_drz.fits,hst_17128_a4_wfc3_ir_f160w_if1za4_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,1.42E-23,2.32E-22,3.56E-05,B,T
2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f125w_ifa3a4/hst_17410_a4_wfc3_ir_f125w_ifa3a4_drz.fits,hst_17410_a4_wfc3_ir_f125w_ifa3a4_drz,2025-06-28,HST,WFC3,F125W,-3.56E-05,-8.47E-22,-8.47E-22,3.56E-05,B,T
2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f105w_ifa3a4/hst_17410_a4_wfc3_ir_f105w_ifa3a4_drz.fits,hst_17410_a4_wfc3_ir_f105w_ifa3a4_drz,2025-06-28,HST,WFC3,F105W,-3.56E-05,0,0,3.56E-05,B,F
2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f140w_ifa3a4/hst_17410_a4_wfc3_ir_f140w_ifa3a4_drz.fits,hst_17410_a4_wfc3_ir_f140w_ifa3a4_drz,2025-06-28,HST,WFC3,F140W,-3.56E-05,0,0,3.56E-05,B,F
2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f125w_if1za4/hst_17128_a4_wfc3_ir_f125w_if1za4_drz.fits,hst_17128_a4_wfc3_ir_f125w_if1za4_drz,2024-11-08,HST,WFC3,F125W,-3.56E-05,5.63E-22,2.14E-22,3.56E-05,B,T
2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f105w_if1za4/hst_17128_a4_wfc3_ir_f105w_if1za4_drz.fits,hst_17128_a4_wfc3_ir_f105w_if1za4_drz,2024-11-08,HST,WFC3,F105W,-3.56E-05,5.27E-22,4.85E-22,3.56E-05,B,F
2635,/astro/armin/bhoomika/pantheon_data_folder/2635/mastDownload/HST/hst_11670_67_acs_wfc_f625w_jb5167/hst_11670_67_acs_wfc_f625w_jb5167_drz.fits,hst_11670_67_acs_wfc_f625w_jb5167_drz,2024-11-04,HST,ACS,F625W,-1.39E-05,-2.78E-23,2.93E-23,1.39E-05,P,T
1998bu,/astro/armin/bhoomika/pantheon_data_folder/1998bu/mastDownload/HST/hst_15133_14_wfc3_ir_f160w_idkv14/hst_15133_14_wfc3_ir_f160w_idkv14_drz.fits,hst_15133_14_wfc3_ir_f160w_idkv14_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,8.32E-22,-5.18E-22,3.56E-05,B,T
1998bu,/astro/armin/bhoomika/pantheon_data_folder/1998bu/mastDownload/HST/hst_9299_05_acs_hrc_f625w_j8e805/hst_9299_05_acs_hrc_f625w_j8e805_drz.fits,hst_9299_05_acs_hrc_f625w_j8e805_drz,2024-11-05,HST,ACS,F625W,-6.94E-06,1.82E-22,1.57E-22,6.94E-06,B,F
1998bu,/astro/armin/bhoomika/pantheon_data_folder/1998bu/mastDownload/HST/hst_13691_22_wfc3_ir_f160w_icnw22/hst_13691_22_wfc3_ir_f160w_icnw22_drz.fits,hst_13691_22_wfc3_ir_f160w_icnw22_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.47E-21,-1.68E-21,3.56E-05,B,F
2011M,/astro/armin/bhoomika/pantheon_data_folder/2011M/mastDownload/HST/hst_17194_22_wfc3_uvis_f625w_iey922/hst_17194_22_wfc3_uvis_f625w_iey922_drc.fits,hst_17194_22_wfc3_uvis_f625w_iey922_drc,2024-11-09,HST,WFC3,F625W,-1.10E-05,3.20E-22,-2.35E-22,1.10E-05,P,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_06_wfc3_ir_f160w_icwr06/hst_14182_06_wfc3_ir_f160w_icwr06_drz.fits,hst_14182_06_wfc3_ir_f160w_icwr06_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.50E-23,-2.25E-23,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_08_wfc3_ir_f160w_icwr08/hst_14182_08_wfc3_ir_f160w_icwr08_drz.fits,hst_14182_08_wfc3_ir_f160w_icwr08_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.46E-22,-2.00E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_02_wfc3_ir_f160w_icwr02/hst_14182_02_wfc3_ir_f160w_icwr02_drz.fits,hst_14182_02_wfc3_ir_f160w_icwr02_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.39E-22,-2.82E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_15_wfc3_ir_f160w_icwr15/hst_14182_15_wfc3_ir_f160w_icwr15_drz.fits,hst_14182_15_wfc3_ir_f160w_icwr15_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.66E-22,-1.58E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_59_wfc3_ir_f160w_icwr59/hst_14182_59_wfc3_ir_f160w_icwr59_drz.fits,hst_14182_59_wfc3_ir_f160w_icwr59_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-6.47E-22,-1.07E-21,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_17_wfc3_ir_f160w_icwr17/hst_14182_17_wfc3_ir_f160w_icwr17_drz.fits,hst_14182_17_wfc3_ir_f160w_icwr17_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,6.14E-22,5.31E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_03_wfc3_ir_f160w_icwr03/hst_14182_03_wfc3_ir_f160w_icwr03_drz.fits,hst_14182_03_wfc3_ir_f160w_icwr03_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.67E-23,-1.16E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_10_wfc3_ir_f160w_icwr10/hst_14182_10_wfc3_ir_f160w_icwr10_drz.fits,hst_14182_10_wfc3_ir_f160w_icwr10_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.79E-22,6.29E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_13352_d0_wfc3_ir_f160w_icdxd0/hst_13352_d0_wfc3_ir_f160w_icdxd0_drz.fits,hst_13352_d0_wfc3_ir_f160w_icdxd0_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,4.89E-22,4.37E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_12_wfc3_ir_f160w_icwr12/hst_14182_12_wfc3_ir_f160w_icwr12_drz.fits,hst_14182_12_wfc3_ir_f160w_icwr12_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.42E-22,-7.01E-23,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_05_wfc3_ir_f160w_icwr05/hst_14182_05_wfc3_ir_f160w_icwr05_drz.fits,hst_14182_05_wfc3_ir_f160w_icwr05_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.53E-22,-3.00E-23,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_13_wfc3_ir_f160w_icwr13/hst_14182_13_wfc3_ir_f160w_icwr13_drz.fits,hst_14182_13_wfc3_ir_f160w_icwr13_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.34E-23,-3.46E-23,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_11_wfc3_ir_f160w_icwr11/hst_14182_11_wfc3_ir_f160w_icwr11_drz.fits,hst_14182_11_wfc3_ir_f160w_icwr11_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,3.42E-23,-2.53E-23,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_09_wfc3_ir_f160w_icwr09/hst_14182_09_wfc3_ir_f160w_icwr09_drz.fits,hst_14182_09_wfc3_ir_f160w_icwr09_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,-8.43E-24,-1.37E-23,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_11711_02_wfc3_ir_f160w_ib2i02/hst_11711_02_wfc3_ir_f160w_ib2i02_drz.fits,hst_11711_02_wfc3_ir_f160w_ib2i02_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,1.30E-22,7.60E-23,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_13352_cy_wfc3_ir_f160w_icdxcy/hst_13352_cy_wfc3_ir_f160w_icdxcy_drz.fits,hst_13352_cy_wfc3_ir_f160w_icdxcy_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,4.89E-22,4.37E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_04_wfc3_ir_f160w_icwr04/hst_14182_04_wfc3_ir_f160w_icwr04_drz.fits,hst_14182_04_wfc3_ir_f160w_icwr04_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-5.03E-22,4.09E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_01_wfc3_ir_f160w_icwr01/hst_14182_01_wfc3_ir_f160w_icwr01_drz.fits,hst_14182_01_wfc3_ir_f160w_icwr01_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.93E-22,-1.81E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_13352_d1_wfc3_ir_f160w_icdxd1/hst_13352_d1_wfc3_ir_f160w_icdxd1_drz.fits,hst_13352_d1_wfc3_ir_f160w_icdxd1_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,4.89E-22,4.37E-22,3.56E-05,B,F
2006bz,/astro/armin/bhoomika/pantheon_data_folder/2006bz/mastDownload/HST/hst_14182_16_wfc3_ir_f160w_icwr16/hst_14182_16_wfc3_ir_f160w_icwr16_drz.fits,hst_14182_16_wfc3_ir_f160w_icwr16_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-3.33E-22,-7.48E-23,3.56E-05,B,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_g7_wfc3_ir_f125w_ibevg7/hst_12062_g7_wfc3_ir_f125w_ibevg7_drz.fits,hst_12062_g7_wfc3_ir_f125w_ibevg7_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-6.81E-22,8.45E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_8u_wfc3_ir_f160w_ibev8u/hst_12062_8u_wfc3_ir_f160w_ibev8u_drz.fits,hst_12062_8u_wfc3_ir_f160w_ibev8u_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,1.05E-21,1.00E-21,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_8c_wfc3_ir_f125w_ibev8c/hst_12062_8c_wfc3_ir_f125w_ibev8c_drz.fits,hst_12062_8c_wfc3_ir_f125w_ibev8c_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-1.07E-21,-1.76E-21,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_i3_wfc3_ir_f160w_ibeui3/hst_12061_i3_wfc3_ir_f160w_ibeui3_drz.fits,hst_12061_i3_wfc3_ir_f160w_ibeui3_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.72E-22,1.04E-22,3.56E-05,P,T
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_dx_wfc3_ir_f160w_ibevdx/hst_12062_dx_wfc3_ir_f160w_ibevdx_drz.fits,hst_12062_dx_wfc3_ir_f160w_ibevdx_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.52E-21,-5.02E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_8e_wfc3_ir_f125w_ibev8e/hst_12062_8e_wfc3_ir_f125w_ibev8e_drz.fits,hst_12062_8e_wfc3_ir_f125w_ibev8e_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-1.64E-21,-8.59E-22,3.56E-05,P,T
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_75_wfc3_ir_f125w_ibeu75/hst_12061_75_wfc3_ir_f125w_ibeu75_drz.fits,hst_12061_75_wfc3_ir_f125w_ibeu75_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,2.37E-21,1.00E-21,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_iy_wfc3_ir_f160w_ibeuiy/hst_12061_iy_wfc3_ir_f160w_ibeuiy_drz.fits,hst_12061_iy_wfc3_ir_f160w_ibeuiy_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.06E-22,1.48E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_et_wfc3_ir_f125w_ibevet/hst_12062_et_wfc3_ir_f125w_ibevet_drz.fits,hst_12062_et_wfc3_ir_f125w_ibevet_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-6.83E-22,7.45E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12461_q3_wfc3_ir_f160w_ibwjq3/hst_12461_q3_wfc3_ir_f160w_ibwjq3_drz.fits,hst_12461_q3_wfc3_ir_f160w_ibwjq3_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.01E-21,-8.06E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12177_19_wfc3_ir_f140w_ibhj19/hst_12177_19_wfc3_ir_f140w_ibhj19_drz.fits,hst_12177_19_wfc3_ir_f140w_ibhj19_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,1.78E-22,-4.01E-23,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_j1_wfc3_ir_f125w_ibeuj1/hst_12061_j1_wfc3_ir_f125w_ibeuj1_drz.fits,hst_12061_j1_wfc3_ir_f125w_ibeuj1_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.53E-21,8.81E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_gn_wfc3_ir_f125w_ibeugn/hst_12061_gn_wfc3_ir_f125w_ibeugn_drz.fits,hst_12061_gn_wfc3_ir_f125w_ibeugn_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,3.25E-22,1.64E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_jb_wfc3_ir_f125w_ibeujb/hst_12061_jb_wfc3_ir_f125w_ibeujb_drz.fits,hst_12061_jb_wfc3_ir_f125w_ibeujb_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,3.93E-22,-4.63E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_fm_wfc3_ir_f160w_ibevfm/hst_12062_fm_wfc3_ir_f160w_ibevfm_drz.fits,hst_12062_fm_wfc3_ir_f160w_ibevfm_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-6.58E-22,-2.58E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12177_15_wfc3_ir_f140w_ibhj15/hst_12177_15_wfc3_ir_f140w_ibhj15_drz.fits,hst_12177_15_wfc3_ir_f140w_ibhj15_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,-2.69E-22,-3.14E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_j1_wfc3_ir_f160w_ibeuj1/hst_12061_j1_wfc3_ir_f160w_ibeuj1_drz.fits,hst_12061_j1_wfc3_ir_f160w_ibeuj1_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.03E-21,-1.11E-21,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g5_wfc3_ir_f125w_ibfug5/hst_12099_g5_wfc3_ir_f125w_ibfug5_drz.fits,hst_12099_g5_wfc3_ir_f125w_ibfug5_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,3.42E-22,-8.58E-23,3.56E-05,P,T
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12990_a6_wfc3_ir_f160w_ic2ga6/hst_12990_a6_wfc3_ir_f160w_ic2ga6_drz.fits,hst_12990_a6_wfc3_ir_f160w_ic2ga6_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,1.38E-21,9.00E-22,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_10340_l8_acs_wfc_f775w_j92ql8/hst_10340_l8_acs_wfc_f775w_j92ql8_drc.fits,hst_10340_l8_acs_wfc_f775w_j92ql8_drc,2024-11-04,HST,ACS,F775W,-1.39E-05,-2.64E-22,-3.57E-22,1.39E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_gw_wfc3_ir_f125w_ibeugw/hst_12061_gw_wfc3_ir_f125w_ibeugw_drz.fits,hst_12061_gw_wfc3_ir_f125w_ibeugw_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-6.40E-22,-1.08E-21,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_j5_wfc3_ir_f160w_ibeuj5/hst_12061_j5_wfc3_ir_f160w_ibeuj5_drz.fits,hst_12061_j5_wfc3_ir_f160w_ibeuj5_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.40E-21,-2.11E-21,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12060_an_wfc3_ir_f105w_ibetan/hst_12060_an_wfc3_ir_f105w_ibetan_drz.fits,hst_12060_an_wfc3_ir_f105w_ibetan_drz,2024-11-09,HST,WFC3,F105W,-3.56E-05,-1.73E-21,-1.51E-21,3.56E-05,P,F
washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_h1_wfc3_ir_f160w_ibeuh1/hst_12061_h1_wfc3_ir_f160w_ibeuh1_drz.fits,hst_12061_h1_wfc3_ir_f160w_ibeuh1_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.01E-21,2.40E-21,3.56E-05,P,F
