SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HST/hst_12445_9f_wfc3_ir_f125w_ibtm9f/hst_12445_9f_wfc3_ir_f125w_ibtm9f_drz.fits,hst_12445_9f_wfc3_ir_f125w_ibtm9f_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,8.40E-22,-6.36E-22,3.56E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_9b_wfc3_ir_f125w/hst_12445_9b_wfc3_ir_f125w_drz.fits,hst_12445_9b_wfc3_ir_f125w_drz,2017-08-15,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_3a_wfc3_ir_f125w/hst_12443_3a_wfc3_ir_f125w_drz.fits,hst_12443_3a_wfc3_ir_f125w_drz,2017-08-14,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_1i_wfc3_ir_f125w/hst_12443_1i_wfc3_ir_f125w_drz.fits,hst_12443_1i_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.50E-05,-1.88E-37,-1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_9e_wfc3_ir_f125w/hst_12445_9e_wfc3_ir_f125w_drz.fits,hst_12445_9e_wfc3_ir_f125w_drz,2017-08-19,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_9583_c1_acs_wfc_f775w/hst_9583_c1_acs_wfc_f775w_drz.fits,hst_9583_c1_acs_wfc_f775w_drz,2017-08-15,HST,ACS,,-1.39E-05,4.87E-35,0,1.39E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_5j_wfc3_ir_f160w/hst_12444_5j_wfc3_ir_f160w_drz.fits,hst_12444_5j_wfc3_ir_f160w_drz,2017-08-12,HST,WFC3,F160W,-2.50E-05,9.40E-38,9.40E-38,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_aj_wfc3_ir_f125w/hst_12443_aj_wfc3_ir_f125w_drz.fits,hst_12443_aj_wfc3_ir_f125w_drz,2017-08-25,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_ac_wfc3_ir_f125w/hst_12445_ac_wfc3_ir_f125w_drz.fits,hst_12445_ac_wfc3_ir_f125w_drz,2017-08-21,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_aa_wfc3_ir_f160w/hst_12445_aa_wfc3_ir_f160w_drz.fits,hst_12445_aa_wfc3_ir_f160w_drz,2017-08-20,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_6o_wfc3_ir_f125w/hst_12444_6o_wfc3_ir_f125w_drz.fits,hst_12444_6o_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.50E-05,-1.88E-37,-1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_9583_g3_acs_wfc_f775w/hst_9583_g3_acs_wfc_f775w_drz.fits,hst_9583_g3_acs_wfc_f775w_drz,2017-10-08,HST,ACS,,-1.39E-05,0,0,1.39E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_3b_wfc3_ir_f160w/hst_12443_3b_wfc3_ir_f160w_drz.fits,hst_12443_3b_wfc3_ir_f160w_drz,2017-08-14,HST,WFC3,F160W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_6l_wfc3_ir_f125w/hst_12444_6l_wfc3_ir_f125w_drz.fits,hst_12444_6l_wfc3_ir_f125w_drz,2017-09-09,HST,WFC3,F125W,-2.50E-05,-1.88E-37,-1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_9583_g2_acs_wfc_f775w/hst_9583_g2_acs_wfc_f775w_drz.fits,hst_9583_g2_acs_wfc_f775w_drz,2017-10-11,HST,ACS,,-1.39E-05,0,0,1.39E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_9f_wfc3_ir_f160w/hst_12445_9f_wfc3_ir_f160w_drz.fits,hst_12445_9f_wfc3_ir_f160w_drz,2017-08-20,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_2f_wfc3_ir_f125w/hst_12443_2f_wfc3_ir_f125w_drz.fits,hst_12443_2f_wfc3_ir_f125w_drz,2017-09-03,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_13063_ff_wfc3_ir_f160w/hst_13063_ff_wfc3_ir_f160w_drz.fits,hst_13063_ff_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_8m_wfc3_ir_f125w/hst_12445_8m_wfc3_ir_f125w_drz.fits,hst_12445_8m_wfc3_ir_f125w_drz,2017-08-26,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_5j_wfc3_ir_f125w/hst_12444_5j_wfc3_ir_f125w_drz.fits,hst_12444_5j_wfc3_ir_f125w_drz,2017-08-12,HST,WFC3,F125W,-2.50E-05,9.40E-38,9.40E-38,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_1i_wfc3_ir_f160w/hst_12443_1i_wfc3_ir_f160w_drz.fits,hst_12443_1i_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.50E-05,-1.88E-37,-1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_6l_wfc3_ir_f160w/hst_12444_6l_wfc3_ir_f160w_drz.fits,hst_12444_6l_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.50E-05,-1.88E-37,-1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_9583_c2_acs_wfc_f775w/hst_9583_c2_acs_wfc_f775w_drz.fits,hst_9583_c2_acs_wfc_f775w_drz,2017-09-11,HST,ACS,,-1.39E-05,0,0,1.39E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_7n_wfc3_ir_f160w/hst_12445_7n_wfc3_ir_f160w_drz.fits,hst_12445_7n_wfc3_ir_f160w_drz,2017-08-13,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_aj_wfc3_ir_f160w/hst_12443_aj_wfc3_ir_f160w_drz.fits,hst_12443_aj_wfc3_ir_f160w_drz,2017-08-25,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_3b_wfc3_ir_f125w/hst_12443_3b_wfc3_ir_f125w_drz.fits,hst_12443_3b_wfc3_ir_f125w_drz,2017-08-14,HST,WFC3,F125W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_7n_wfc3_ir_f125w/hst_12445_7n_wfc3_ir_f125w_drz.fits,hst_12445_7n_wfc3_ir_f125w_drz,2017-08-13,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_6o_wfc3_ir_f160w/hst_12444_6o_wfc3_ir_f160w_drz.fits,hst_12444_6o_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.50E-05,-1.88E-37,-1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_4c_wfc3_ir_f160w/hst_12444_4c_wfc3_ir_f160w_drz.fits,hst_12444_4c_wfc3_ir_f160w_drz,2017-08-13,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_9583_d2_acs_wfc_f775w/hst_9583_d2_acs_wfc_f775w_drz.fits,hst_9583_d2_acs_wfc_f775w_drz,2017-08-23,HST,ACS,,-1.39E-05,4.78E-38,1.84E-40,1.39E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_9583_i4_acs_wfc_f775w/hst_9583_i4_acs_wfc_f775w_drz.fits,hst_9583_i4_acs_wfc_f775w_drz,2017-10-11,HST,ACS,,-1.39E-05,4.87E-35,0,1.39E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_9f_wfc3_ir_f125w/hst_12445_9f_wfc3_ir_f125w_drz.fits,hst_12445_9f_wfc3_ir_f125w_drz,2017-08-20,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_3a_wfc3_ir_f160w/hst_12443_3a_wfc3_ir_f160w_drz.fits,hst_12443_3a_wfc3_ir_f160w_drz,2017-08-14,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_3d_wfc3_ir_f160w/hst_12443_3d_wfc3_ir_f160w_drz.fits,hst_12443_3d_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_2f_wfc3_ir_f160w/hst_12443_2f_wfc3_ir_f160w_drz.fits,hst_12443_2f_wfc3_ir_f160w_drz,2017-09-03,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_i8_wfc3_ir_f125w/hst_12445_i8_wfc3_ir_f125w_drz.fits,hst_12445_i8_wfc3_ir_f125w_drz,2017-08-17,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_i8_wfc3_ir_f160w/hst_12445_i8_wfc3_ir_f160w_drz.fits,hst_12445_i8_wfc3_ir_f160w_drz,2017-08-17,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_9e_wfc3_ir_f160w/hst_12445_9e_wfc3_ir_f160w_drz.fits,hst_12445_9e_wfc3_ir_f160w_drz,2017-08-19,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_9583_f3_acs_wfc_f775w/hst_9583_f3_acs_wfc_f775w_drz.fits,hst_9583_f3_acs_wfc_f775w_drz,2017-08-28,HST,ACS,,-1.39E-05,-4.87E-35,0,1.39E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_aa_wfc3_ir_f125w/hst_12445_aa_wfc3_ir_f125w_drz.fits,hst_12445_aa_wfc3_ir_f125w_drz,2017-08-20,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12442_bf_wfc3_ir_f105w/hst_12442_bf_wfc3_ir_f105w_drz.fits,hst_12442_bf_wfc3_ir_f105w_drz,2017-10-20,HST,WFC3,F105W,-2.50E-05,-1.88E-37,-1.88E-37,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12443_3d_wfc3_ir_f125w/hst_12443_3d_wfc3_ir_f125w_drz.fits,hst_12443_3d_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_5k_wfc3_ir_f160w/hst_12444_5k_wfc3_ir_f160w_drz.fits,hst_12444_5k_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_5k_wfc3_ir_f125w/hst_12444_5k_wfc3_ir_f125w_drz.fits,hst_12444_5k_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_4g_wfc3_ir_f160w/hst_12444_4g_wfc3_ir_f160w_drz.fits,hst_12444_4g_wfc3_ir_f160w_drz,2017-08-19,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_4c_wfc3_ir_f125w/hst_12444_4c_wfc3_ir_f125w_drz.fits,hst_12444_4c_wfc3_ir_f125w_drz,2017-08-13,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12444_4g_wfc3_ir_f125w/hst_12444_4g_wfc3_ir_f125w_drz.fits,hst_12444_4g_wfc3_ir_f125w_drz,2017-08-19,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12442_bi_wfc3_ir_f105w/hst_12442_bi_wfc3_ir_f105w_drz.fits,hst_12442_bi_wfc3_ir_f105w_drz,2017-10-19,HST,WFC3,F105W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_8m_wfc3_ir_f160w/hst_12445_8m_wfc3_ir_f160w_drz.fits,hst_12445_8m_wfc3_ir_f160w_drz,2017-08-26,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_ac_wfc3_ir_f160w/hst_12445_ac_wfc3_ir_f160w_drz.fits,hst_12445_ac_wfc3_ir_f160w_drz,2017-08-21,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_13063_ff_wfc3_ir_f125w/hst_13063_ff_wfc3_ir_f125w_drz.fits,hst_13063_ff_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_7o_wfc3_ir_f160w/hst_12445_7o_wfc3_ir_f160w_drz.fits,hst_12445_7o_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,1.43E-42,1.43E-42,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_7o_wfc3_ir_f125w/hst_12445_7o_wfc3_ir_f125w_drz.fits,hst_12445_7o_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,1.43E-42,1.43E-42,2.50E-05,,
Ferguson,/astro/armin/bhoomika/pantheon_data_folder/Ferguson/mastDownload/HLA/hst_12445_9b_wfc3_ir_f160w/hst_12445_9b_wfc3_ir_f160w_drz.fits,hst_12445_9b_wfc3_ir_f160w_drz,2017-08-15,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,,
2003gq,/astro/armin/bhoomika/pantheon_data_folder/2003gq/mastDownload/HST/hst_10272_53_acs_hrc_f625w_j8z453/hst_10272_53_acs_hrc_f625w_j8z453_drz.fits,hst_10272_53_acs_hrc_f625w_j8z453_drz,2024-11-04,HST,ACS,F625W,-6.94E-06,-9.15E-24,5.02E-23,6.94E-06,,
2003gq,/astro/armin/bhoomika/pantheon_data_folder/2003gq/mastDownload/HST/hst_10272_55_acs_hrc_f625w_j8z455/hst_10272_55_acs_hrc_f625w_j8z455_drz.fits,hst_10272_55_acs_hrc_f625w_j8z455_drz,2024-11-02,HST,ACS,F625W,-6.94E-06,3.32E-22,2.37E-22,6.94E-06,,
1992bo,/astro/armin/bhoomika/pantheon_data_folder/1992bo/mastDownload/HST/hst_17446_04_wfc3_ir_f110w_if7r04/hst_17446_04_wfc3_ir_f110w_if7r04_drz.fits,hst_17446_04_wfc3_ir_f110w_if7r04_drz,2024-11-08,HST,WFC3,F110W,-3.56E-05,9.85E-22,9.54E-22,3.56E-05,,
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_11600_26_wfc3_ir_f140w_ib3726/hst_11600_26_wfc3_ir_f140w_ib3726_drz.fits,hst_11600_26_wfc3_ir_f140w_ib3726_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,7.12E-22,-3.80E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_11600_11_acs_wfc_f775w_jb3711/hst_11600_11_acs_wfc_f775w_jb3711_drc.fits,hst_11600_11_acs_wfc_f775w_jb3711_drc,2024-11-05,HST,ACS,F775W,-1.39E-05,-2.86E-23,-1.13E-22,1.39E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12444_5s_wfc3_ir_f160w_iboi5s/hst_12444_5s_wfc3_ir_f160w_iboi5s_drz.fits,hst_12444_5s_wfc3_ir_f160w_iboi5s_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.06E-22,-1.27E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_ad_wfc3_ir_f125w_iboead/hst_12443_ad_wfc3_ir_f125w_iboead_drz.fits,hst_12443_ad_wfc3_ir_f125w_iboead_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-3.48E-22,5.72E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_10339_ed_acs_wfc_f775w_j91wed/hst_10339_ed_acs_wfc_f775w_j91wed_drc.fits,hst_10339_ed_acs_wfc_f775w_j91wed_drc,2024-11-02,HST,ACS,F775W,-1.39E-05,2.75E-26,4.50E-26,1.39E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_2i_wfc3_ir_f125w_iboe2i/hst_12443_2i_wfc3_ir_f125w_iboe2i_drz.fits,hst_12443_2i_wfc3_ir_f125w_iboe2i_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-2.54E-22,-1.59E-23,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_13063_sd_wfc3_ir_f125w_ic6hsd/hst_13063_sd_wfc3_ir_f125w_ic6hsd_drz.fits,hst_13063_sd_wfc3_ir_f125w_ic6hsd_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.16E-22,-4.72E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_3c_wfc3_ir_f125w_iboe3c/hst_12443_3c_wfc3_ir_f125w_iboe3c_drz.fits,hst_12443_3c_wfc3_ir_f125w_iboe3c_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.46E-21,-1.18E-21,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_2f_wfc3_ir_f125w_iboe2f/hst_12443_2f_wfc3_ir_f125w_iboe2f_drz.fits,hst_12443_2f_wfc3_ir_f125w_iboe2f_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.15E-27,-9.60E-28,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12445_8c_wfc3_ir_f125w_ibtm8c/hst_12445_8c_wfc3_ir_f125w_ibtm8c_drz.fits,hst_12445_8c_wfc3_ir_f125w_ibtm8c_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,7.82E-22,-4.93E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_10339_ad_acs_wfc_f775w_j91wad/hst_10339_ad_acs_wfc_f775w_j91wad_drc.fits,hst_10339_ad_acs_wfc_f775w_j91wad_drc,2024-11-04,HST,ACS,F775W,-1.39E-05,4.62E-26,-4.64E-26,1.39E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12444_4p_wfc3_ir_f125w_iboi4p/hst_12444_4p_wfc3_ir_f125w_iboi4p_drz.fits,hst_12444_4p_wfc3_ir_f125w_iboi4p_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-5.34E-22,3.62E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_9583_d7_acs_wfc_f775w_j8dnd7/hst_9583_d7_acs_wfc_f775w_j8dnd7_drc.fits,hst_9583_d7_acs_wfc_f775w_j8dnd7_drc,2024-11-07,HST,ACS,F775W,-1.39E-05,3.26E-25,2.04E-25,1.39E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12445_ao_wfc3_ir_f160w_ibtmao/hst_12445_ao_wfc3_ir_f160w_ibtmao_drz.fits,hst_12445_ao_wfc3_ir_f160w_ibtmao_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.04E-21,9.79E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12445_9h_wfc3_ir_f125w_ibtm9h/hst_12445_9h_wfc3_ir_f125w_ibtm9h_drz.fits,hst_12445_9h_wfc3_ir_f125w_ibtm9h_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,2.28E-21,9.27E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_3b_wfc3_ir_f160w_iboe3b/hst_12443_3b_wfc3_ir_f160w_iboe3b_drz.fits,hst_12443_3b_wfc3_ir_f160w_iboe3b_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.80E-22,-1.16E-21,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_3f_wfc3_ir_f160w_iboe3f/hst_12443_3f_wfc3_ir_f160w_iboe3f_drz.fits,hst_12443_3f_wfc3_ir_f160w_iboe3f_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.50E-22,5.21E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_14227_65_wfc3_ir_f105w_icxt65/hst_14227_65_wfc3_ir_f105w_icxt65_drz.fits,hst_14227_65_wfc3_ir_f105w_icxt65_drz,2024-11-09,HST,WFC3,F105W,-3.56E-05,-3.21E-22,3.99E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12444_4p_wfc3_ir_f160w_iboi4p/hst_12444_4p_wfc3_ir_f160w_iboi4p_drz.fits,hst_12444_4p_wfc3_ir_f160w_iboi4p_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-3.95E-22,5.33E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_2b_wfc3_ir_f125w_iboe2b/hst_12443_2b_wfc3_ir_f125w_iboe2b_drz.fits,hst_12443_2b_wfc3_ir_f125w_iboe2b_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.55E-23,5.23E-24,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_13063_sc_wfc3_ir_f153m_ic6hsc/hst_13063_sc_wfc3_ir_f153m_ic6hsc_drz.fits,hst_13063_sc_wfc3_ir_f153m_ic6hsc_drz,2024-11-09,HST,WFC3,F153M,-3.56E-05,-1.44E-21,-1.24E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_1a_wfc3_ir_f125w_iboe1a/hst_12443_1a_wfc3_ir_f125w_iboe1a_drz.fits,hst_12443_1a_wfc3_ir_f125w_iboe1a_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,4.89E-22,6.07E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_12443_ab_wfc3_ir_f160w_iboeab/hst_12443_ab_wfc3_ir_f160w_iboeab_drz.fits,hst_12443_ab_wfc3_ir_f160w_iboeab_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.70E-22,-3.23E-22,3.56E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_9727_33_acs_wfc_f775w_j8wq33/hst_9727_33_acs_wfc_f775w_j8wq33_drc.fits,hst_9727_33_acs_wfc_f775w_j8wq33_drc,2024-11-07,HST,ACS,F775W,-1.39E-05,-8.11E-28,-2.57E-26,1.39E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_9728_a9_acs_wfc_f775w_j8n1a9/hst_9728_a9_acs_wfc_f775w_j8n1a9_drc.fits,hst_9728_a9_acs_wfc_f775w_j8n1a9_drc,2024-11-07,HST,ACS,F775W,-1.39E-05,-9.30E-22,-9.01E-22,1.39E-05,nan,nan
stone,/astro/armin/bhoomika/pantheon_data_folder/stone/mastDownload/HST/hst_9728_b9_acs_wfc_f775w_j8n1b9/hst_9728_b9_acs_wfc_f775w_j8n1b9_drc.fits,hst_9728_b9_acs_wfc_f775w_j8n1b9_drc,2024-11-04,HST,ACS,F775W,-1.39E-05,-7.49E-26,4.04E-22,1.39E-05,nan,nan
